Category,precision,recall,f1-score,support
Community,0.3259,0.4018,0.3599,438.0000
Entertainment,0.1623,0.1678,0.1650,149.0000
Food,0.4412,0.2153,0.2894,836.0000
Nightlife,0.1019,0.3793,0.1606,87.0000
Outdoors,0.1280,0.1603,0.1424,131.0000
Shopping,0.3967,0.4134,0.4049,641.0000
Travel,0.2938,0.3399,0.3152,153.0000
macro avg,0.2643,0.2968,0.2625,2435.0000
weighted avg,0.3534,0.3088,0.3140,2435.0000
