Category,precision,recall,f1-score,support
Community,0.5444,0.5413,0.5429,351.0000
Entertainment,0.4765,0.4671,0.4718,152.0000
Food,0.5927,0.5958,0.5942,762.0000
Nightlife,0.3846,0.2586,0.3093,58.0000
Outdoors,0.4211,0.3889,0.4043,144.0000
Shopping,0.5694,0.6431,0.6040,734.0000
Travel,0.3896,0.2128,0.2752,141.0000
macro avg,0.4826,0.4439,0.4574,2342.0000
weighted avg,0.5427,0.5500,0.5437,2342.0000
