Category,precision,recall,f1-score,support
Community,0.5087,0.5120,0.5103,459.0000
Entertainment,0.3859,0.3381,0.3604,210.0000
Food,0.6024,0.5497,0.5749,1348.0000
Nightlife,0.3835,0.3333,0.3566,153.0000
Outdoors,0.4427,0.5792,0.5018,240.0000
Shopping,0.5959,0.6070,0.6014,1392.0000
Travel,0.4294,0.5210,0.4708,286.0000
macro avg,0.4783,0.4915,0.4823,4088.0000
weighted avg,0.5489,0.5457,0.5459,4088.0000
