Category,precision,recall,f1-score,support
Community,0.3022,0.3819,0.3374,542.0000
Entertainment,0.1129,0.3721,0.1733,258.0000
Food,0.4289,0.3519,0.3866,1415.0000
Nightlife,0.2083,0.1571,0.1791,191.0000
Outdoors,0.2699,0.2085,0.2353,211.0000
Shopping,0.4368,0.2692,0.3331,1092.0000
Travel,0.3738,0.4057,0.3891,387.0000
macro avg,0.3047,0.3066,0.2906,4096.0000
weighted avg,0.3707,0.3237,0.3352,4096.0000
