Category,precision,recall,f1-score,support
Community,41.77 ± 1.38,57.37 ± 4.84,48.23 ± 1.29,43860.00 ± 54.77
Entertainment,33.80 ± 4.46,53.17 ± 5.76,41.14 ± 3.98,16740.00 ± 54.77
Food,58.72 ± 3.46,26.38 ± 6.49,35.88 ± 5.18,86900.00 ± 0.00
Nightlife,34.38 ± 3.71,56.27 ± 9.80,42.13 ± 2.49,9060.00 ± 54.77
Outdoors,34.98 ± 4.72,51.12 ± 6.39,41.21 ± 3.46,14240.00 ± 54.77
Shopping,49.91 ± 2.41,49.63 ± 3.90,49.64 ± 1.52,65760.00 ± 54.77
Travel,40.06 ± 3.30,58.12 ± 3.14,47.26 ± 1.21,17620.00 ± 44.72
macro avg,41.95 ± 2.08,50.29 ± 1.49,43.64 ± 1.82,254180.00 ± 44.72
