Category,precision,recall,f1-score,support
Community,0.5427,0.7223,0.6197,3144.0000
Entertainment,0.6941,0.7082,0.7011,2772.0000
Food,0.7620,0.6307,0.6902,7859.0000
Nightlife,0.4155,0.6901,0.5187,1410.0000
Outdoors,0.6903,0.7022,0.6962,2216.0000
Shopping,0.7656,0.7129,0.7383,6702.0000
Travel,0.8552,0.8273,0.8410,7732.0000
macro avg,0.6751,0.7134,0.6865,31835.0000
weighted avg,0.7375,0.7192,0.7238,31835.0000
