Category,precision,recall,f1-score,support
Community,0.5071,0.5773,0.5399,809.0000
Entertainment,0.4485,0.3731,0.4073,327.0000
Food,0.5800,0.5900,0.5850,1849.0000
Nightlife,0.3300,0.3851,0.3554,174.0000
Outdoors,0.4456,0.4903,0.4668,359.0000
Shopping,0.6118,0.5775,0.5941,1943.0000
Travel,0.4810,0.4211,0.4490,361.0000
macro avg,0.4863,0.4877,0.4854,5822.0000
weighted avg,0.5512,0.5491,0.5492,5822.0000
