Category,precision,recall,f1-score,support
Community,0.5483,0.5965,0.5714,5829.0000
Entertainment,0.4983,0.4326,0.4632,2420.0000
Food,0.5560,0.5259,0.5406,7594.0000
Nightlife,0.3677,0.3421,0.3544,991.0000
Outdoors,0.4538,0.4583,0.4560,2280.0000
Shopping,0.6193,0.6452,0.6320,10210.0000
Travel,0.4282,0.3873,0.4067,1717.0000
macro avg,0.4959,0.4840,0.4892,31041.0000
weighted avg,0.5503,0.5527,0.5508,31041.0000
