Category,precision,recall,f1-score,support
Community,48.79 ± 2.07,52.99 ± 7.92,50.46 ± 2.78,45820.00 ± 44.72
Entertainment,38.82 ± 1.81,35.14 ± 3.36,36.76 ± 1.25,21000.00 ± 0.00
Food,59.01 ± 1.99,56.75 ± 5.55,57.66 ± 2.23,134840.00 ± 54.77
Nightlife,38.47 ± 2.18,32.60 ± 3.38,35.19 ± 2.21,15280.00 ± 44.72
Outdoors,47.50 ± 3.48,48.54 ± 8.74,47.48 ± 4.10,23980.00 ± 44.72
Shopping,60.29 ± 2.37,61.85 ± 6.26,60.83 ± 1.81,139240.00 ± 54.77
Travel,45.19 ± 1.79,44.70 ± 6.08,44.76 ± 3.26,28640.00 ± 54.77
macro avg,48.30 ± 0.37,47.51 ± 1.03,47.59 ± 0.42,408800.00 ± 0.00
