i1_grm_arizona_s0	arizona	0	results/check2hgi_design_k_resln_mae_l0_1/arizona/mtlnet_lr1.0e-04_bs2048_ep50_20260615_220324_2426910
i1_grm_georgia_s0	georgia	0	results/check2hgi_design_k_resln_mae_l0_1/georgia/mtlnet_lr1.0e-04_bs2048_ep50_20260615_220325_2426916
i1_grm_alabama_s1	alabama	1	results/check2hgi_design_k_resln_mae_l0_1/alabama/mtlnet_lr1.0e-04_bs2048_ep50_20260615_221004_2429560
i1_grm_alabama_s7	alabama	7	results/check2hgi_design_k_resln_mae_l0_1/alabama/mtlnet_lr1.0e-04_bs2048_ep50_20260615_221316_2430708
i1_grm_alabama_s100	alabama	100	results/check2hgi_design_k_resln_mae_l0_1/alabama/mtlnet_lr1.0e-04_bs2048_ep50_20260615_221340_2430923
i3_stack_alabama_s0	alabama	0	results/check2hgi_design_k_resln_mae_l0_1/alabama/mtlnet_lr1.0e-04_bs2048_ep50_20260615_221924_2433224
i3_stack_florida_s0	florida	0	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260615_222335_2434793
i2_auxgated_alabama_s0	alabama	0	results/check2hgi_design_k_resln_mae_l0_1/alabama/mtlnet_lr1.0e-04_bs2048_ep50_20260617_141108_3513691
i2_auxgated_florida_s0	florida	0	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260617_141112_3513697
