g_florida_s0_ra	0	a	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_013553_2514232
g_florida_s1_ra	1	a	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_013553_2514238
g_florida_s100_ra	100	a	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_021209_2529542
g_florida_s7_ra	7	a	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_021209_2529536
g_florida_s0_rb	0	b	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_024826_2544306
g_florida_s1_rb	1	b	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_024826_2544312
g_florida_s100_rb	100	b	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_032435_2571172
g_florida_s7_rb	7	b	results/check2hgi_design_k_resln_mae_l0_1/florida/mtlnet_lr1.0e-04_bs2048_ep50_20260616_032435_2571166
