Category,precision,recall,f1-score,support
Community,27.56 ± 1.22,40.02 ± 4.06,32.51 ± 0.55,856420.00 ± 44.72
Entertainment,19.47 ± 1.27,18.33 ± 1.47,18.81 ± 0.48,498860.00 ± 54.77
Food,45.59 ± 0.57,22.27 ± 2.59,29.84 ± 2.16,2307740.00 ± 54.77
Nightlife,12.20 ± 0.77,33.12 ± 4.46,17.73 ± 0.42,339200.00 ± 0.00
Outdoors,22.99 ± 2.43,27.11 ± 2.94,24.66 ± 0.42,532500.00 ± 0.00
Shopping,39.58 ± 0.93,38.65 ± 3.42,39.02 ± 1.26,1616060.00 ± 54.77
Travel,42.45 ± 2.71,49.62 ± 3.34,45.60 ± 0.28,860020.00 ± 44.72
macro avg,29.98 ± 0.41,32.73 ± 0.24,29.74 ± 0.20,7010800.00 ± 0.00
