epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.002136,0.720942,1.465943,2.733348,0.250000,0.750000,0.114278,32.142269,3.321115,3.321115,32.027706,1.088094,1.088094
2,0.034618,0.537767,0.178963,3.212366,0.250000,0.750000,0.129018,32.282642,4.728705,1.551858,32.043797,1.556163,0.542043
3,0.024859,0.013720,0.039605,3.174960,0.250000,0.750000,0.144704,32.389618,5.596276,0.967078,32.057121,1.861920,0.370877
4,0.048613,0.007068,0.059298,3.152604,0.250000,0.750000,0.160890,32.460888,6.166897,0.713674,32.068436,2.087247,0.339630
5,-0.008925,0.008806,0.280533,2.962645,0.250000,0.750000,0.176562,32.506859,6.595948,0.818480,32.080463,2.299026,0.488209
6,0.100895,0.006946,0.101613,3.052244,0.250000,0.750000,0.191906,32.536587,6.893051,0.602717,32.092163,2.491583,0.399153
7,0.019620,0.003495,0.557419,3.060209,0.250000,0.750000,0.206796,32.547970,7.094004,0.451595,32.100014,2.630523,0.308770
8,0.057496,0.003474,0.361805,3.093471,0.250000,0.750000,0.222382,32.549156,7.244647,0.385352,32.107426,2.750997,0.330510
9,0.151411,0.006602,0.335494,3.152974,0.250000,0.750000,0.238899,32.546356,7.347477,0.315857,32.113766,2.855366,0.357251
10,0.064456,0.004412,0.163119,3.164926,0.250000,0.750000,0.255905,32.537205,7.440131,0.336694,32.120693,2.967417,0.383508
11,-0.202412,0.007204,0.215034,3.247864,0.250000,0.750000,0.272807,32.527756,7.509099,0.304524,32.126053,3.077586,0.405795
12,-0.179519,0.008992,0.539432,3.298903,0.250000,0.750000,0.289208,32.518333,7.559787,0.288911,32.133976,3.194140,0.429698
13,0.081578,0.007444,0.236269,3.370979,0.250000,0.750000,0.305144,32.510616,7.605524,0.259875,32.143688,3.330123,0.429684
14,-0.019476,0.012028,0.190635,3.477539,0.250000,0.750000,0.320751,32.509014,7.637365,0.354783,32.152428,3.452364,0.462527
15,-0.048476,0.002353,0.143764,3.481315,0.250000,0.750000,0.336706,32.513596,7.690914,0.478307,32.166630,3.596481,0.510873
16,-0.022420,0.003238,0.335478,3.518739,0.250000,0.750000,0.352877,32.522434,7.738068,0.370196,32.181633,3.739105,0.454032
17,-0.009959,0.001186,0.321745,3.564700,0.250000,0.750000,0.369394,32.527866,7.778906,0.324317,32.194530,3.867561,0.423346
18,-0.003458,0.000950,0.253807,3.576124,0.250000,0.750000,0.385994,32.532352,7.820214,0.284977,32.207771,3.989037,0.419217
19,0.003879,0.001357,0.268681,3.567104,0.250000,0.750000,0.402525,32.540340,7.864905,0.311809,32.222858,4.107520,0.409525
20,0.015810,0.001706,0.318246,3.602534,0.250000,0.750000,0.419161,32.550468,7.912298,0.288743,32.237896,4.217371,0.409122
21,0.002943,0.001266,0.255393,3.550203,0.250000,0.750000,0.435776,32.561752,7.965431,0.313874,32.252434,4.331773,0.404553
22,-0.055700,0.001641,0.333039,3.552786,0.250000,0.750000,0.451839,32.568180,8.017277,0.273087,32.267616,4.447610,0.402622
23,0.002475,0.005111,0.287107,3.565603,0.250000,0.750000,0.467544,32.575748,8.066792,0.293063,32.282536,4.557384,0.411139
24,-0.041072,0.003229,0.167805,3.625552,0.250000,0.750000,0.483475,32.582874,8.121458,0.292569,32.299469,4.671834,0.425363
25,-0.022748,0.001910,0.398795,3.565809,0.250000,0.750000,0.499144,32.588444,8.186879,0.342166,32.316544,4.781632,0.437506
26,0.117919,0.003104,0.458118,3.589612,0.250000,0.750000,0.513961,32.590321,8.248775,0.293173,32.331139,4.879862,0.431592
27,0.058816,0.012339,0.310517,3.586595,0.250000,0.750000,0.528747,32.589294,8.315853,0.341688,32.346573,4.984717,0.451674
28,-0.017686,0.008062,0.227850,3.606640,0.250000,0.750000,0.543949,32.593456,8.409879,0.441206,32.362400,5.088593,0.485929
29,0.025022,0.001914,0.416226,3.609792,0.250000,0.750000,0.559206,32.604523,8.521530,0.531380,32.379486,5.199416,0.450868
30,0.033103,0.005797,0.358145,3.675405,0.250000,0.750000,0.574592,32.618153,8.640821,0.552992,32.397018,5.306235,0.429010
31,0.098640,0.002821,0.203733,3.749006,0.250000,0.750000,0.590185,32.634403,8.763050,0.575162,32.414890,5.413358,0.450246
32,0.027783,0.004364,0.278073,3.735397,0.250000,0.750000,0.605606,32.650368,8.884102,0.591453,32.433765,5.521080,0.455099
33,-0.024839,0.003407,0.277075,3.752260,0.250000,0.750000,0.620566,32.660912,8.998603,0.650942,32.451153,5.628213,0.470423
34,0.010100,0.002714,0.323117,3.775545,0.250000,0.750000,0.635056,32.665184,9.075101,0.572103,32.469234,5.731122,0.473008
35,-0.002368,0.004831,0.418535,3.834497,0.250000,0.750000,0.648864,32.665943,9.138474,0.552265,32.485970,5.830346,0.430075
36,-0.016889,0.008212,0.402606,3.938745,0.250000,0.750000,0.662489,32.663921,9.204238,0.482134,32.503578,5.927309,0.443716
37,0.007918,0.004856,0.305068,3.958077,0.250000,0.750000,0.676026,32.657726,9.251910,0.383125,32.521038,6.026616,0.449956
38,0.007452,0.005319,0.451923,4.001588,0.250000,0.750000,0.689247,32.649902,9.295356,0.368229,32.536968,6.123224,0.448892
39,0.003909,0.005074,0.289184,4.077358,0.250000,0.750000,0.702671,32.637100,9.334190,0.347828,32.552353,6.214429,0.448219
