Category,precision,recall,f1-score,support
Community,0.3376,0.3483,0.3428,7862.0000
Entertainment,0.5891,0.7031,0.6411,17030.0000
Food,0.3835,0.3646,0.3738,19647.0000
Nightlife,0.3128,0.1169,0.1702,3524.0000
Outdoors,0.2925,0.1179,0.1681,5809.0000
Shopping,0.4167,0.4565,0.4357,16755.0000
Travel,0.3782,0.4416,0.4075,8960.0000
macro avg,0.3872,0.3641,0.3627,79587.0000
