epoch,loss,accuracy,accuracy_macro,f1,f1_weighted,mrr,top3_acc,ndcg_3,top5_acc,ndcg_5
1,1.778136722625248,0.3496909737586975,0.33841243386268616,0.3085196018218994,0.3564937710762024,0.5528864860534668,0.6748337149620056,0.5367071032524109,0.8582467436790466,0.6121875643730164
2,1.3671808394174727,0.4899207651615143,0.5381587743759155,0.47294148802757263,0.48605403304100037,0.6759114861488342,0.8319786787033081,0.6905267238616943,0.9416369795799255,0.735795259475708
3,1.1781404283311632,0.5460221171379089,0.5935273170471191,0.5329775214195251,0.5435404777526855,0.7167153358459473,0.8670420050621033,0.7351489067077637,0.9548377990722656,0.7714506387710571
4,1.0732730683826266,0.5987938046455383,0.6302047967910767,0.582522988319397,0.6002148389816284,0.7511968612670898,0.8830148577690125,0.76751309633255,0.9581124186515808,0.7985429763793945
5,1.019603305392795,0.6256350874900818,0.6512008905410767,0.6048077344894409,0.6294388175010681,0.7668250799179077,0.8872397541999817,0.7808927893638611,0.9589998126029968,0.8105055689811707
6,0.9806931510804191,0.640186607837677,0.6636488437652588,0.6178261041641235,0.6443610191345215,0.7756025791168213,0.8910326957702637,0.7889418005943298,0.9602406024932861,0.8175303339958191
7,0.9496558053152901,0.6582247614860535,0.6769472360610962,0.633650541305542,0.6622870564460754,0.7854433059692383,0.8917551636695862,0.7965603470802307,0.9605389833450317,0.8249346017837524
8,0.9266318669394841,0.6671299934387207,0.6845657229423523,0.6404920816421509,0.672109842300415,0.7906689643859863,0.8939932584762573,0.8012633323669434,0.9623294472694397,0.8294841647148132
9,0.906501225062779,0.675359845161438,0.69209223985672,0.64878249168396,0.6802762746810913,0.7948208451271057,0.8932943344116211,0.804093062877655,0.9614185094833374,0.8322150111198425
10,0.8851138523646763,0.6832677721977234,0.6981164813041687,0.6558610200881958,0.6881492137908936,0.7997949123382568,0.895838737487793,0.8087818622589111,0.9631069302558899,0.8365597724914551
11,0.8726242307632689,0.6898485422134399,0.702545166015625,0.6628878712654114,0.694448709487915,0.8036839365959167,0.8978254795074463,0.8124445080757141,0.963876485824585,0.8397415280342102
12,0.8656317090231275,0.6935707926750183,0.7054563164710999,0.6662293672561646,0.6979131698608398,0.8058984875679016,0.8990584015846252,0.8145930171012878,0.9644968509674072,0.8416144251823425
13,0.8570221794976128,0.694473922252655,0.7076120376586914,0.6667401790618896,0.6998851299285889,0.8062512278556824,0.8979904055595398,0.8144371509552002,0.9636251926422119,0.8415566682815552
14,0.8504665314205109,0.6981804966926575,0.7108740210533142,0.6712697744369507,0.7029050588607788,0.8087474703788757,0.9006368517875671,0.8173457980155945,0.9649130702018738,0.8439037203788757
15,0.8480621822296627,0.6967591047286987,0.7112360000610352,0.6690713167190552,0.7023758888244629,0.8070409297943115,0.8972365260124207,0.8146953582763672,0.9636801481246948,0.8421471118927002
