Category,precision,recall,f1-score,support
Community,0.5138,0.4869,0.5000,458.0000
Entertainment,0.4154,0.3857,0.4000,210.0000
Food,0.6036,0.6053,0.6044,1348.0000
Nightlife,0.3243,0.2353,0.2727,153.0000
Outdoors,0.4776,0.5333,0.5039,240.0000
Shopping,0.6035,0.6490,0.6254,1393.0000
Travel,0.4913,0.3951,0.4380,286.0000
macro avg,0.4899,0.4701,0.4778,4088.0000
weighted avg,0.5581,0.5629,0.5594,4088.0000
