Category,precision,recall,f1-score,support
Community,45.63 ± 2.86,57.09 ± 5.29,50.57 ± 2.44,43860.00 ± 54.77
Entertainment,40.41 ± 9.36,46.47 ± 3.26,42.73 ± 5.97,16740.00 ± 54.77
Food,57.47 ± 3.28,41.10 ± 1.26,47.89 ± 1.47,86900.00 ± 0.00
Nightlife,37.75 ± 7.93,47.70 ± 7.06,41.87 ± 6.87,9060.00 ± 54.77
Outdoors,38.22 ± 5.63,43.68 ± 5.56,40.72 ± 5.38,14240.00 ± 54.77
Shopping,52.50 ± 1.43,51.52 ± 6.54,51.82 ± 3.47,65760.00 ± 54.77
Travel,39.93 ± 3.61,53.80 ± 4.90,45.67 ± 2.61,17620.00 ± 44.72
macro avg,44.56 ± 1.97,48.76 ± 1.77,45.89 ± 1.81,254180.00 ± 44.72
