epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.023527,0.623786,1.009129,2.892432,0.250000,0.750000,0.113813,32.162586,3.274445,3.274445,32.026020,1.069343,1.069343
2,0.023319,0.174559,0.307825,3.294422,0.250000,0.750000,0.128118,32.285534,4.644995,1.551969,32.040993,1.544560,0.588437
3,-0.047183,0.018345,0.179987,3.332300,0.250000,0.750000,0.143460,32.374165,5.484287,0.960898,32.056232,1.895027,0.483150
4,-0.047314,0.013868,0.460650,3.429680,0.250000,0.750000,0.159147,32.427185,5.987226,0.613893,32.066158,2.137277,0.445411
5,0.029146,0.007495,0.427702,3.496954,0.250000,0.750000,0.175492,32.458324,6.309759,0.447209,32.074444,2.332930,0.412016
6,-0.008317,0.005983,0.299897,3.530760,0.250000,0.750000,0.191909,32.476345,6.524089,0.386133,32.081192,2.498780,0.385502
7,-0.051625,0.009433,0.446768,3.577240,0.250000,0.750000,0.208295,32.490356,6.672066,0.342176,32.089180,2.651851,0.405026
8,-0.033811,0.015497,0.192563,3.671499,0.250000,0.750000,0.224776,32.511230,6.781783,0.338511,32.101948,2.813461,0.423837
9,0.030506,0.033179,0.559039,3.739571,0.250000,0.750000,0.241054,32.542225,6.866263,0.342841,32.120987,2.977376,0.449464
10,0.099022,0.009232,0.211148,3.806765,0.250000,0.750000,0.257639,32.597061,6.940626,0.350551,32.148643,3.156961,0.495405
11,0.018415,0.007524,0.211425,3.832241,0.250000,0.750000,0.274324,32.682598,7.007852,0.375652,32.186409,3.343958,0.523893
12,-0.029798,0.009239,0.330052,3.817032,0.250000,0.750000,0.290252,32.783733,7.067075,0.395096,32.229450,3.526647,0.497844
13,0.006619,0.012055,0.304961,3.853764,0.250000,0.750000,0.305943,32.902496,7.142214,0.470212,32.275814,3.701692,0.512062
14,0.165645,0.017901,0.997669,3.818386,0.250000,0.750000,0.320689,33.017590,7.237981,0.449067,32.318180,3.859851,0.420586
15,-0.162434,0.025325,0.421757,3.892140,0.250000,0.750000,0.335546,33.135426,7.347101,0.518752,32.357712,4.000973,0.443636
16,-0.042320,0.005317,0.585326,3.862212,0.250000,0.750000,0.350475,33.234352,7.474322,0.603097,32.391933,4.138173,0.425744
17,-0.023743,0.002637,0.451700,3.918126,0.250000,0.750000,0.365343,33.313148,7.611365,0.710605,32.421902,4.261189,0.394016
18,-0.000788,0.002820,0.363027,3.970388,0.250000,0.750000,0.380550,33.372509,7.742974,0.695700,32.447304,4.367910,0.394252
19,0.058513,0.003041,0.333819,4.013387,0.250000,0.750000,0.396252,33.417313,7.880175,0.695119,32.469479,4.470085,0.412437
20,-0.043621,0.002767,0.559616,4.015573,0.250000,0.750000,0.411970,33.448936,8.008959,0.681136,32.487442,4.566012,0.394217
