epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.011538,0.594072,1.715274,2.838263,0.250000,0.750000,0.114727,32.136875,3.213606,3.213606,32.021805,1.074444,1.074444
2,0.069100,0.253067,1.177539,3.237250,0.250000,0.750000,0.129619,32.261272,4.568060,1.487295,32.037598,1.544145,0.574707
3,0.051544,0.029224,0.126775,3.302850,0.250000,0.750000,0.145307,32.350971,5.388116,0.933040,32.056076,1.893652,0.490513
4,-0.069943,0.016142,0.438662,3.376605,0.250000,0.750000,0.161381,32.401321,5.861563,0.644203,32.071720,2.150026,0.467372
5,-0.013132,0.012264,0.509084,3.447682,0.250000,0.750000,0.177700,32.435581,6.181972,0.491340,32.083435,2.363527,0.454178
6,0.072710,0.009828,0.199781,3.537047,0.250000,0.750000,0.194530,32.462727,6.419173,0.484382,32.091900,2.546985,0.433560
7,0.104633,0.009043,0.342270,3.594911,0.250000,0.750000,0.211164,32.490051,6.608357,0.480281,32.101410,2.717153,0.421603
8,-0.003174,0.008168,0.463977,3.691956,0.250000,0.750000,0.227828,32.522976,6.769025,0.484045,32.112728,2.884008,0.439682
9,0.064223,0.005069,0.484030,3.738958,0.250000,0.750000,0.244153,32.559174,6.902834,0.432268,32.127365,3.058457,0.462652
10,-0.000154,0.007715,0.513363,3.766144,0.250000,0.750000,0.259789,32.589275,7.002074,0.366614,32.146343,3.233687,0.435296
11,0.039280,0.009140,0.219940,3.847508,0.250000,0.750000,0.275680,32.615780,7.072510,0.335823,32.167561,3.399121,0.450953
12,-0.052992,0.010097,0.250342,3.900179,0.250000,0.750000,0.291998,32.651054,7.128782,0.297553,32.192669,3.561089,0.459679
13,0.039406,0.014417,0.285215,3.923629,0.250000,0.750000,0.308544,32.715591,7.181512,0.347510,32.224220,3.719209,0.475159
14,-0.019176,0.010816,0.265507,3.955315,0.250000,0.750000,0.325311,32.822357,7.248996,0.445464,32.268665,3.888618,0.534562
15,0.020687,0.004739,0.437503,3.939821,0.250000,0.750000,0.341868,32.942806,7.332810,0.521132,32.316673,4.053877,0.530222
16,0.066928,0.006734,0.534133,3.961773,0.250000,0.750000,0.357926,33.042023,7.414064,0.508100,32.358299,4.210251,0.513041
17,-0.066885,0.003617,0.760532,3.938102,0.250000,0.750000,0.373396,33.121120,7.496092,0.525877,32.394279,4.357390,0.473769
18,0.019504,0.003789,0.514624,3.991158,0.250000,0.750000,0.388700,33.202774,7.609550,0.564097,32.428982,4.489516,0.447717
19,0.031181,0.006291,0.518139,4.016187,0.250000,0.750000,0.403946,33.282608,7.737110,0.621799,32.462734,4.623591,0.436980
20,0.014093,0.006380,0.875504,3.944704,0.250000,0.750000,0.418504,33.348934,7.859239,0.588155,32.492802,4.746006,0.415378
21,-0.002906,0.013418,0.716373,4.020307,0.250000,0.750000,0.432789,33.402447,7.970240,0.541645,32.518272,4.852063,0.374608
22,0.007430,0.011895,0.413149,4.133704,0.250000,0.750000,0.447444,33.440033,8.069530,0.557835,32.540401,4.955645,0.401064
23,-0.026894,0.014069,0.476756,4.123062,0.250000,0.750000,0.462383,33.465931,8.166871,0.611495,32.559414,5.051175,0.433434
24,-0.037781,0.007343,0.327457,4.144975,0.250000,0.750000,0.477576,33.481777,8.258377,0.553294,32.576611,5.147934,0.438319
25,-0.053432,0.007920,0.403622,4.207515,0.250000,0.750000,0.492479,33.483288,8.331990,0.496956,32.591820,5.243070,0.418435
26,-0.039166,0.007407,0.470372,4.261978,0.250000,0.750000,0.507196,33.477604,8.389649,0.433883,32.604252,5.332843,0.402655
27,-0.039014,0.009459,0.501504,4.315781,0.250000,0.750000,0.521796,33.465973,8.436172,0.446165,32.618988,5.418645,0.436547
28,0.050188,0.010713,0.421861,4.406833,0.250000,0.750000,0.536237,33.449215,8.471702,0.379633,32.631668,5.503494,0.399564
29,-0.046594,0.010965,0.492632,4.441990,0.250000,0.750000,0.550602,33.427704,8.498770,0.338094,32.643433,5.587548,0.427519
30,-0.030083,0.009060,0.272181,4.581284,0.250000,0.750000,0.565249,33.402359,8.517274,0.326466,32.655041,5.676500,0.439849
31,0.058490,0.137020,0.328689,4.636201,0.250000,0.750000,0.580008,33.377750,8.533718,0.340126,32.666733,5.766299,0.442798
32,-0.011877,0.004980,0.429438,4.786959,0.250000,0.750000,0.594799,33.350155,8.547376,0.358912,32.679523,5.857297,0.440307
33,-0.015117,0.003146,0.271828,4.916575,0.250000,0.750000,0.609462,33.324909,8.559658,0.368203,32.692524,5.949086,0.442724
34,-0.022761,0.006052,0.337223,4.965104,0.250000,0.750000,0.623944,33.303799,8.582648,0.460102,32.706093,6.043059,0.450141
35,0.010315,0.081079,0.431417,5.017958,0.250000,0.750000,0.637936,33.283882,8.609267,0.421695,32.717319,6.130811,0.454152
36,0.020938,0.004289,0.561244,5.174297,0.250000,0.750000,0.651523,33.259071,8.631596,0.385695,32.729923,6.220850,0.422533
37,-0.008987,0.004294,0.484179,5.354111,0.250000,0.750000,0.665081,33.233692,8.656566,0.378986,32.743050,6.305366,0.431669
38,0.030795,0.003453,0.454942,5.456219,0.250000,0.750000,0.678229,33.205414,8.673112,0.354890,32.754742,6.383956,0.433690
39,-0.088434,0.053288,0.503465,5.595615,0.250000,0.750000,0.691194,33.177021,8.686375,0.353170,32.765106,6.460373,0.420624
40,0.039167,0.015432,0.376641,5.693996,0.250000,0.750000,0.704153,33.147774,8.701426,0.351207,32.774822,6.533724,0.438965
41,0.002762,0.003502,0.450098,5.859009,0.250000,0.750000,0.717053,33.120163,8.717848,0.337935,32.785877,6.610183,0.422351
42,0.025737,0.017630,0.406446,6.094853,0.250000,0.750000,0.729990,33.091980,8.734945,0.396664,32.795734,6.683384,0.409042
43,0.034020,0.006761,0.292409,6.398563,0.250000,0.750000,0.743297,33.065742,8.755882,0.432903,32.806160,6.752581,0.411374
44,-0.083397,0.011513,0.431453,6.534064,0.250000,0.750000,0.756439,33.040680,8.783447,0.370771,32.815617,6.819872,0.398501
45,-0.039265,0.031937,0.456481,6.711875,0.250000,0.750000,0.769264,33.013016,8.801571,0.368802,32.823498,6.882493,0.390094
46,0.008600,0.007204,0.314832,6.847590,0.250000,0.750000,0.781954,32.983517,8.819763,0.405436,32.831657,6.943398,0.399793
47,-0.019489,0.021630,0.365068,7.104066,0.250000,0.750000,0.794767,32.961048,8.846008,0.377909,32.839909,7.007487,0.403847
48,0.006315,0.009507,0.354028,7.332990,0.250000,0.750000,0.807858,32.938763,8.875786,0.375564,32.846989,7.071986,0.406374
49,0.018038,0.007884,0.352470,7.567089,0.250000,0.750000,0.820923,32.915245,8.910172,0.444365,32.855026,7.137039,0.405396
50,-0.000439,0.008961,0.412163,7.696241,0.250000,0.750000,0.833949,32.895046,8.949679,0.411008,32.863670,7.198330,0.400476
