epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.024617,0.833567,1.082639,3.126093,0.250000,0.750000,0.130897,32.301430,4.844908,4.844908,32.060841,1.604480,1.604480
2,-0.111591,0.085876,0.111130,3.596113,0.250000,0.750000,0.166193,32.452126,6.146619,1.467780,32.082508,2.150355,0.775531
3,-0.029235,0.012371,0.125177,3.651071,0.250000,0.750000,0.203137,32.518536,6.668021,0.803264,32.095684,2.436835,0.668784
4,0.097959,0.025448,0.397351,3.735954,0.250000,0.750000,0.239452,32.603474,6.910066,0.903880,32.126629,2.695774,0.759214
5,0.073076,0.002176,0.240450,3.787179,0.250000,0.750000,0.274168,32.823467,7.084932,0.984090,32.201168,3.041977,0.961697
6,-0.054152,0.002370,0.472531,3.738574,0.250000,0.750000,0.306534,33.177021,7.353596,1.148336,32.312809,3.417043,0.946356
7,-0.089320,0.004206,0.995762,3.764217,0.250000,0.750000,0.336443,33.586960,7.759465,1.203120,32.429955,3.728080,0.703362
8,-0.007680,0.011650,0.767863,3.773699,0.250000,0.750000,0.367831,33.967606,8.249400,1.218159,32.532230,3.987209,0.609905
9,0.007414,0.010240,1.098936,3.727631,0.250000,0.750000,0.398861,34.182266,8.611387,1.173489,32.593227,4.177210,0.563370
10,0.000781,0.015915,0.307960,3.763899,0.250000,0.750000,0.432433,34.309021,8.934826,1.275873,32.630985,4.335383,0.507837
11,-0.065157,0.008755,0.484694,3.733851,0.250000,0.750000,0.468824,34.375107,9.200068,1.352115,32.651443,4.472092,0.537303
12,0.022339,0.011523,0.310906,3.672230,0.250000,0.750000,0.505391,34.398552,9.413213,1.298835,32.659878,4.586305,0.563746
13,0.015118,0.005438,0.186774,3.643843,0.250000,0.750000,0.541892,34.396610,9.599627,1.205170,32.666763,4.706685,0.608544
14,-0.004659,0.006460,0.192708,3.581956,0.250000,0.750000,0.577322,34.389191,9.772562,1.191218,32.674389,4.845475,0.579627
15,0.007570,0.007311,0.299306,3.528811,0.250000,0.750000,0.611624,34.362152,9.900641,1.144813,32.683517,4.997016,0.611699
16,-0.029074,0.012053,0.377873,3.524576,0.250000,0.750000,0.646355,34.331924,10.011731,1.052431,32.693928,5.145997,0.697559
17,0.037117,0.014815,0.205619,3.490580,0.250000,0.750000,0.680526,34.304173,10.100645,0.763668,32.705486,5.308046,0.706857
18,-0.009581,0.007203,0.159770,3.451164,0.250000,0.750000,0.714674,34.272705,10.170583,0.688585,32.718609,5.475687,0.719950
19,-0.037426,0.005918,0.232158,3.395435,0.250000,0.750000,0.748173,34.257042,10.263050,1.027264,32.734913,5.648493,0.726771
20,-0.015385,0.007173,0.304771,3.369319,0.250000,0.750000,0.779315,34.238014,10.339623,0.741306,32.754402,5.824999,0.736899
21,0.004751,0.009049,0.301412,3.330321,0.250000,0.750000,0.809108,34.201237,10.382147,0.723072,32.770287,5.995979,0.724145
22,-0.076077,0.002851,0.216027,3.334386,0.250000,0.750000,0.838664,34.156208,10.419801,0.763762,32.787708,6.161228,0.719901
23,0.002434,0.003152,0.206976,3.306406,0.250000,0.750000,0.868420,34.112755,10.461852,0.660627,32.806473,6.327538,0.796051
24,-0.062892,0.001839,0.280484,3.337019,0.250000,0.750000,0.897374,34.057625,10.482856,0.620798,32.829994,6.502082,0.814993
25,-0.014050,0.002743,0.189723,3.334605,0.250000,0.750000,0.925510,34.006386,10.513306,0.680291,32.851696,6.670870,0.803151
26,0.016763,0.002186,0.366611,3.331104,0.250000,0.750000,0.952275,33.954063,10.538399,0.666485,32.877377,6.844933,0.800406
