epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.020122,0.809161,0.978482,4.618208,0.000000,32.398605,6.640926,6.640926,32.117466,2.910732,2.910732
2,0.005805,0.011585,0.390081,5.863077,0.000000,32.749886,9.673542,7.241572,32.189659,4.064522,2.226674
3,0.185865,0.001422,0.278364,6.471977,0.000000,32.560898,10.032160,0.641350,32.270500,5.164915,2.323004
4,-0.071456,0.002629,0.149138,6.922290,0.000000,32.301769,10.150433,1.717345,32.409225,6.096689,2.188503
5,0.019872,0.002162,0.160922,7.273392,0.000000,32.038410,10.156796,1.187722,32.556801,6.857193,2.010746
6,0.111895,0.003106,0.297599,7.578035,0.000000,31.785580,10.202023,0.735393,32.619213,7.433070,1.758734
7,0.005961,0.001112,0.136343,7.772876,0.000000,31.499086,10.167036,0.287098,32.657013,7.911831,1.750919
8,-0.005174,0.000826,0.126754,7.965569,0.000000,31.217794,10.140716,0.281868,32.684433,8.363957,1.675511
9,0.008051,0.000779,0.162459,8.133590,0.000000,30.945265,10.121952,0.272879,32.679920,8.723717,1.530461
10,-0.014839,0.000500,0.145318,8.295837,0.000000,30.680021,10.110668,0.265540,32.698856,9.096973,1.536085
11,0.002796,0.001052,0.166465,8.472357,0.000000,30.422628,10.106069,0.258379,32.706844,9.376719,1.482178
12,-0.009614,0.000600,0.137480,8.647640,0.000000,30.171963,10.108285,0.251103,32.700813,9.651953,1.466727
13,-0.012020,0.000541,0.145651,8.793747,0.000000,29.929344,10.116624,0.242831,32.699917,9.905980,1.397997
14,-0.017639,0.000676,0.229018,8.972389,0.000000,29.694855,10.130116,0.234658,32.705757,10.124391,1.324034
15,0.000104,0.000731,0.148817,9.060327,0.000000,29.469521,10.147836,0.225440,32.714741,10.349485,1.347805
16,-0.001791,0.000560,0.227350,9.217724,0.000000,29.252602,10.169839,0.217000,32.709480,10.544801,1.206729
17,0.001792,0.000629,0.175140,9.323350,0.000000,29.045654,10.194723,0.207285,32.702259,10.736340,1.189902
18,0.005740,0.001414,0.124444,9.486330,0.000000,28.847822,10.222528,0.198381,32.699738,10.925646,1.187978
19,-0.007289,0.001764,0.155198,9.593288,0.000000,28.658098,10.252940,0.189879,32.694344,11.088739,1.149202
20,-0.006762,0.000918,0.120518,9.732481,0.000000,28.477880,10.284784,0.180591,32.686600,11.227864,1.047332
21,0.002608,0.000694,0.147415,9.795038,0.000000,28.306320,10.318027,0.171759,32.683941,11.377478,1.065771
22,-0.001670,0.000642,0.157029,9.937162,0.000000,28.144001,10.352049,0.162541,32.676315,11.493379,0.978719
23,0.005426,0.000519,0.123269,10.009999,0.000000,27.990200,10.386513,0.154010,32.662697,11.609955,0.930616
