epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.013381,0.835001,1.107260,4.414589,0.193431,32.422203,6.787898,6.787898,32.090218,2.980093,2.980093
2,0.041719,0.121125,0.351979,5.097451,0.286706,32.272507,7.299404,2.207685,32.160053,4.462360,2.733471
3,0.023349,0.020474,0.176003,5.272471,0.379726,31.985579,7.360145,0.793154,32.251118,5.555760,2.421571
4,-0.081633,0.011802,0.372166,5.308039,0.472341,31.706995,7.439022,0.917569,32.352402,6.491843,2.271873
5,0.005800,0.010781,0.122600,5.274932,0.564287,31.456198,7.587478,1.366999,32.435242,7.235764,2.075437
6,-0.018617,0.006751,0.180767,5.144672,0.655321,31.194946,7.680890,1.034891,32.500286,7.845317,1.899819
7,-0.005272,0.175722,0.128125,5.002361,0.744503,32.040329,10.920677,7.734122,32.558472,8.359721,1.803988
8,-0.003224,0.003076,0.148102,4.886791,0.833128,31.758255,10.886310,0.293046,32.605282,8.807286,1.738650
9,0.014031,0.004382,0.163610,4.726841,0.920251,31.479328,10.849359,0.286446,32.648743,9.211884,1.717820
10,0.002279,0.006060,0.147800,4.597768,1.005646,31.210112,10.821267,0.287331,32.688671,9.603501,1.701511
11,-0.000859,0.002461,0.167909,4.500336,1.089096,30.947596,10.800085,0.268730,32.727501,9.946975,1.608815
12,0.007356,0.001719,0.198022,4.366816,1.170453,30.693930,10.787225,0.262356,32.763496,10.270988,1.570789
13,0.002907,0.001924,0.170358,4.310702,1.249445,30.446442,10.778798,0.271282,32.792637,10.560616,1.549308
14,-0.001436,0.001949,0.222686,4.222616,1.325445,30.209890,10.775848,0.272915,32.820087,10.823064,1.475147
15,0.004199,0.009805,0.157074,4.196069,1.394055,29.982018,10.786096,0.430909,32.844551,11.068881,1.426141
16,-0.003721,0.012615,0.143868,4.176641,1.448257,29.765661,10.823761,0.783709,32.862762,11.281376,1.367001
17,-0.000299,0.006785,0.152761,4.197608,1.487085,29.598013,10.944014,1.248766,32.866138,11.457494,1.260941
18,-0.003715,0.009726,0.160670,4.193368,1.519379,29.425720,11.033905,0.539406,32.878433,11.646843,1.254423
19,0.002328,0.005034,0.130689,4.218940,1.545144,29.231367,11.047135,0.258697,32.886562,11.817576,1.175916
20,0.000138,0.002380,0.113325,4.228485,1.563659,29.059586,11.065950,0.507515,32.887119,11.964264,1.149847
21,-0.009139,0.002873,0.120606,4.246689,1.581703,28.884195,11.085346,0.186624,32.887653,12.100616,1.098899
22,-0.007008,0.001295,0.144616,4.259847,1.597159,28.722130,11.107988,0.280474,32.884937,12.227370,1.050117
23,0.000646,0.002095,0.106219,4.314743,1.609303,28.564047,11.131624,0.191974,32.878372,12.333191,1.016162
24,0.009592,0.005792,0.124730,4.331082,1.618609,28.432604,11.176652,0.925541,32.876846,12.437941,0.957702
