Category,precision,recall,f1-score,support
Community,45.33 ± 3.02,62.03 ± 6.87,52.20 ± 3.27,65900.00 ± 0.00
Entertainment,36.71 ± 5.89,52.10 ± 7.06,42.38 ± 2.16,32940.00 ± 54.77
Food,60.43 ± 3.25,35.32 ± 11.18,43.61 ± 6.95,179540.00 ± 54.77
Nightlife,34.35 ± 9.45,45.09 ± 9.47,37.28 ± 3.31,25060.00 ± 54.77
Outdoors,40.97 ± 2.28,58.54 ± 6.66,48.03 ± 2.81,28220.00 ± 44.72
Shopping,57.04 ± 3.38,54.90 ± 3.56,55.79 ± 1.35,138880.00 ± 44.72
Travel,51.92 ± 4.54,64.13 ± 6.36,57.05 ± 1.64,57380.00 ± 44.72
macro avg,46.68 ± 1.74,53.16 ± 2.20,48.05 ± 0.84,527920.00 ± 83.67
