Category,precision,recall,f1-score,support
Community,54.47 ± 2.01,73.26 ± 1.73,62.45 ± 1.30,314460.00 ± 54.77
Entertainment,68.89 ± 2.77,70.30 ± 1.16,69.55 ± 1.31,277160.00 ± 54.77
Food,75.13 ± 1.26,62.82 ± 2.06,68.39 ± 0.81,785920.00 ± 44.72
Nightlife,43.27 ± 3.34,71.21 ± 2.52,53.72 ± 2.15,140960.00 ± 54.77
Outdoors,65.69 ± 1.65,73.27 ± 0.90,69.26 ± 1.20,221620.00 ± 44.72
Shopping,77.38 ± 1.93,69.36 ± 1.13,73.13 ± 0.72,670180.00 ± 44.72
Travel,84.18 ± 0.35,80.27 ± 0.50,82.18 ± 0.26,773200.00 ± 0.00
macro avg,67.00 ± 0.83,71.50 ± 0.54,68.39 ± 0.74,3183500.00 ± 70.71
