Category,precision,recall,f1-score,support
Community,58.11 ± 3.77,71.91 ± 2.88,64.16 ± 1.64,314460.00 ± 54.77
Entertainment,69.71 ± 1.32,71.97 ± 0.49,70.82 ± 0.65,277160.00 ± 54.77
Food,76.15 ± 2.96,66.31 ± 2.55,70.81 ± 0.69,785920.00 ± 44.72
Nightlife,47.36 ± 4.83,70.09 ± 1.81,56.39 ± 3.26,140960.00 ± 54.77
Outdoors,67.13 ± 2.13,74.92 ± 1.65,70.79 ± 1.19,221620.00 ± 44.72
Shopping,78.85 ± 1.09,71.66 ± 1.64,75.07 ± 0.85,670180.00 ± 44.72
Travel,85.05 ± 0.87,82.84 ± 0.84,83.93 ± 0.67,773200.00 ± 0.00
macro avg,68.91 ± 0.67,72.82 ± 0.64,70.28 ± 0.66,3183500.00 ± 70.71
