Category,precision,recall,f1-score,support
Community,56.81 ± 4.93,72.79 ± 2.74,63.63 ± 2.32,314460.00 ± 54.77
Entertainment,70.09 ± 3.52,71.40 ± 1.43,70.67 ± 1.15,277160.00 ± 54.77
Food,75.18 ± 1.36,66.28 ± 2.13,70.42 ± 0.82,785920.00 ± 44.72
Nightlife,47.20 ± 3.24,69.95 ± 2.93,56.26 ± 1.91,140960.00 ± 54.77
Outdoors,67.32 ± 3.95,73.81 ± 2.99,70.29 ± 1.19,221620.00 ± 44.72
Shopping,77.73 ± 1.85,71.19 ± 1.20,74.30 ± 0.88,670180.00 ± 44.72
Travel,85.58 ± 0.60,81.11 ± 0.61,83.29 ± 0.47,773200.00 ± 0.00
macro avg,68.56 ± 0.49,72.36 ± 0.69,69.84 ± 0.67,3183500.00 ± 70.71
