epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.007488,0.675405,2.587722,3.228487,0.250000,0.750000,0.132745,32.323338,4.890036,4.890036,32.058842,1.672411,1.672411
2,0.094639,0.080033,0.198040,3.826847,0.250000,0.750000,0.167749,32.483734,6.200548,1.572509,32.087437,2.288696,0.979201
3,0.086483,0.007583,0.120917,3.914002,0.250000,0.750000,0.205321,32.568802,6.837385,1.092834,32.101093,2.652712,0.762956
4,0.040101,0.002472,0.284611,3.943482,0.250000,0.750000,0.242063,32.584431,7.083570,0.852651,32.115139,2.949937,0.752909
5,-0.004334,0.003357,0.439530,3.943477,0.250000,0.750000,0.276415,32.596733,7.232595,0.700978,32.134117,3.220037,0.709505
6,0.008672,0.003689,0.267112,3.975144,0.250000,0.750000,0.311387,32.643440,7.360410,0.684140,32.162395,3.471439,0.712887
7,-0.064903,0.001586,0.178507,3.972890,0.250000,0.750000,0.347315,32.722416,7.473870,0.685775,32.204399,3.721463,0.767225
8,-0.031686,0.001718,0.295105,3.934832,0.250000,0.750000,0.382746,32.815208,7.564705,0.666349,32.253021,3.968519,0.733644
9,0.027825,0.003258,0.232488,3.932323,0.250000,0.750000,0.418084,32.956902,7.652877,0.740762,32.314934,4.221835,0.760049
10,-0.091290,0.007060,0.454588,3.923773,0.250000,0.750000,0.452651,33.174530,7.798617,0.964247,32.393398,4.489442,0.827920
11,-0.000748,0.001788,0.587286,3.787633,0.250000,0.750000,0.485761,33.378201,8.034502,1.192536,32.465771,4.729354,0.737884
12,-0.008355,0.001063,0.314165,3.826522,0.250000,0.750000,0.518878,33.565113,8.321004,1.143936,32.530293,4.945684,0.689920
13,-0.046611,0.001141,0.384701,3.827369,0.250000,0.750000,0.552312,33.828117,8.720394,1.230113,32.602051,5.167585,0.792485
14,-0.002828,0.000902,0.373506,3.747568,0.250000,0.750000,0.584991,33.955490,9.033458,1.304921,32.648396,5.353147,0.701973
15,0.021215,0.001711,0.249366,3.762279,0.250000,0.750000,0.618463,33.979141,9.228171,1.093955,32.678158,5.521090,0.714185
16,0.003687,0.001147,0.260506,3.750531,0.250000,0.750000,0.651661,33.961277,9.362424,0.968913,32.697750,5.670355,0.685904
17,0.018674,0.002817,0.252644,3.695314,0.250000,0.750000,0.684529,33.929024,9.472342,1.153039,32.715405,5.818724,0.721121
18,-0.027389,0.001274,0.255387,3.690010,0.250000,0.750000,0.717329,33.886921,9.573243,1.074059,32.733131,5.978426,0.736374
19,0.003552,0.001746,0.324496,3.674531,0.250000,0.750000,0.748820,33.844788,9.676847,1.080007,32.749550,6.132460,0.764784
20,-0.005251,0.002652,0.172996,3.683495,0.250000,0.750000,0.779191,33.827431,9.844642,1.569143,32.770222,6.300717,0.865629
21,0.061948,3.666942,0.274898,3.569629,0.250000,0.750000,0.806720,33.834518,10.094149,1.634308,32.806847,6.539646,1.201731
22,-0.012275,0.131645,0.285588,3.554771,0.250000,0.750000,0.834149,33.836201,10.341986,1.560909,32.839703,6.742689,0.927072
23,0.019924,0.002751,0.300685,3.612572,0.250000,0.750000,0.862170,33.811440,10.502791,0.938725,32.865028,6.904184,0.742703
24,-0.029619,0.002496,0.359567,3.646061,0.250000,0.750000,0.889954,33.761944,10.586576,0.791434,32.884319,7.039870,0.729516
25,-0.003015,0.001857,0.314473,3.682980,0.250000,0.750000,0.917098,33.703556,10.642685,0.808541,32.904549,7.172347,0.728647
26,-0.045085,0.002189,0.319002,3.758594,0.250000,0.750000,0.943678,33.658012,10.702350,0.842853,32.925884,7.302851,0.749644
27,-0.003982,0.003741,0.303985,3.824088,0.250000,0.750000,0.969354,33.609894,10.753300,0.642082,32.947235,7.429605,0.743533
28,0.000607,0.003554,0.322801,3.891980,0.250000,0.750000,0.993826,33.557926,10.791008,0.588579,32.967510,7.559224,0.770529
29,0.004274,0.001510,0.230964,3.990346,0.250000,0.750000,1.017265,33.489494,10.803638,0.737267,32.988098,7.688472,0.751707
30,0.005076,0.003275,0.275039,4.081707,0.250000,0.750000,1.040178,33.416534,10.820373,0.703757,33.006653,7.818785,0.763866
31,-0.003768,0.001818,0.271829,4.236323,0.250000,0.750000,1.061646,33.350750,10.841978,0.688657,33.026020,7.940506,0.723943
32,0.006808,0.004041,0.272009,4.414527,0.250000,0.750000,1.082437,33.288113,10.862989,0.650779,33.048431,8.066802,0.784385
