epoch,loss,accuracy,f1
1,1.6403215130170186,0.38735665549130577,0.1247250468096091
2,1.512617955605189,0.4475452226186571,0.16090474733272822
3,1.3938546081384022,0.4926554895970035,0.231442484654063
4,1.3089356223742168,0.5188141002638342,0.3189634853030044
5,1.2397087117036183,0.5429893620475176,0.4101644296583887
6,1.1959261894226074,0.5456392383325132,0.42867196340577873
7,1.1693103810151417,0.5486097227348535,0.43451158384288907
8,1.1572985748449962,0.5465064395026794,0.43040306841720266
9,1.1376579999923706,0.5530781583210301,0.4407077489355915
10,1.1258464952309926,0.5551432078070319,0.459628624475721
11,1.1157706280549367,0.5549904864186899,0.4740683295658954
12,1.1103097200393677,0.5537875117905183,0.47008577425141646
13,1.1118720670541127,0.5533552995816929,0.4686675907563984
14,1.1076968312263489,0.5495100313388561,0.46405953518375087
15,1.1028990646203358,0.5494259811761811,0.4661398173049866
16,1.09864338239034,0.5531160716726815,0.4672938543353274
17,1.1009077330430348,0.5508704264750109,0.46262500234215875
18,1.0981283883253734,0.5512189089156824,0.4604019399891828
19,1.0987427135308583,0.5526226641103456,0.4624726592855466
20,1.0975834131240845,0.5536069160788495,0.46926911391059695
21,1.0974423786004384,0.5514656126968503,0.45910294006124036
22,1.096061925093333,0.5539527285651794,0.4676613446983555
23,1.090283711751302,0.5539604180336833,0.4648591556784478
24,1.090154379606247,0.551231511100175,0.46180758010433215
25,1.0857334236303966,0.5530575462735127,0.4637168360091906
26,1.0807466804981232,0.5581133718148513,0.47168744020841696
27,1.0769222180048625,0.5596977227211833,0.4677803016305904
28,1.0860809087753296,0.554120615294182,0.46644255541921953
29,1.08409587542216,0.5548429981408574,0.46410285073369956
30,1.0792525311311085,0.5576710137795275,0.4635390775037589
31,1.0806375841299694,0.556518875082021,0.4621106009072047
32,1.0778293013572693,0.5563839889886811,0.4704334933401422
33,1.0762891173362732,0.556315317763014,0.4629451737231381
34,1.071156640847524,0.5560127585370188,0.4635843466317385
35,1.0744403302669525,0.5610430593148513,0.47230649950142284
36,1.0695582727591197,0.5608091713145232,0.4694376040993153
37,1.0735436379909515,0.5582786953876859,0.46737959322413136
38,1.0700334012508392,0.5541842670056868,0.4621346174373044
39,1.0744935274124146,0.5564829908956693,0.4635854948771121
40,1.0705591241518657,0.5562035000751859,0.46527012597809736
41,1.0655963917573292,0.5595629434260171,0.4698614242450894
42,1.0594887087742488,0.5636093126298666,0.46964299537151116
43,1.0643850167592366,0.5579733594091755,0.46545699787768235
44,1.0597706536451976,0.5610660209221895,0.4662408498264273
45,1.0601183970769246,0.5620552924048556,0.4692532395664502
46,1.0555410484472911,0.5643161029431868,0.47435660273434715
47,1.0556278030077617,0.5629276198873578,0.47033537642179696
48,1.0548271735509236,0.5624596302903543,0.47527614947123475
49,1.0508500734965007,0.5653080443801947,0.4773840998448185
50,1.053212473789851,0.5641710710233486,0.4761552529129618
