Category,precision,recall,f1-score,support
Community,0.4391,0.5727,0.4955,438.6000
Entertainment,0.3193,0.4922,0.3841,167.4000
Food,0.5533,0.3254,0.4082,869.0000
Nightlife,0.3030,0.5804,0.3953,90.6000
Outdoors,0.3346,0.4874,0.3950,142.4000
Shopping,0.5133,0.4449,0.4762,657.6000
Travel,0.3996,0.5301,0.4541,176.2000
macro avg,0.4089,0.4904,0.4297,2541.8000
