Category,precision,recall,f1-score,support
Community,54.96 ± 1.58,72.76 ± 2.77,62.59 ± 1.37,314460.00 ± 54.77
Entertainment,68.20 ± 1.73,70.75 ± 1.09,69.44 ± 1.07,277160.00 ± 54.77
Food,75.62 ± 1.22,62.83 ± 1.97,68.62 ± 1.13,785920.00 ± 44.72
Nightlife,45.07 ± 2.08,70.42 ± 1.45,54.95 ± 1.90,140960.00 ± 54.77
Outdoors,64.92 ± 2.12,73.52 ± 1.53,68.95 ± 1.81,221620.00 ± 44.72
Shopping,77.05 ± 2.08,69.83 ± 1.32,73.25 ± 1.10,670180.00 ± 44.72
Travel,83.99 ± 0.48,81.11 ± 0.71,82.52 ± 0.15,773200.00 ± 0.00
macro avg,67.12 ± 0.95,71.60 ± 0.91,68.62 ± 0.91,3183500.00 ± 70.71
