epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
14,0.015856,0.139847,0.077884,2.004550,0.500000,0.500000,0.000000,0.165227,32.550159,6.322021,1.394428,31.985495,1.723686,0.355252
15,0.003462,0.155462,0.065360,1.978303,0.500000,0.500000,0.000000,0.167550,32.633709,6.814401,1.391687,31.980639,1.863730,0.373367
16,-0.000420,0.138328,0.049609,1.960290,0.500000,0.500000,0.000000,0.170009,32.707508,7.261971,1.361759,31.976330,1.999159,0.369244
17,-0.017118,0.192616,0.049026,1.949157,0.500000,0.500000,0.000000,0.171395,32.787773,7.693096,1.411628,31.972328,2.127316,0.383998
18,0.012258,0.139123,0.089974,1.930611,0.500000,0.500000,0.000000,0.173304,32.860870,8.083767,1.368443,31.969046,2.253754,0.390365
19,0.021297,0.129327,0.077816,1.909927,0.500000,0.500000,0.000000,0.175173,32.929066,8.444651,1.341091,31.967524,2.383546,0.394191
20,-0.006465,0.129055,0.060680,1.906253,0.500000,0.500000,0.000000,0.178123,32.994759,8.777106,1.306493,31.964520,2.498440,0.382145
21,-0.000450,0.124379,0.055400,1.896897,0.500000,0.500000,0.000000,0.179514,33.056587,9.092706,1.320225,31.961897,2.606348,0.406022
22,-0.006538,0.154851,0.052686,1.891080,0.500000,0.500000,0.000000,0.181140,33.116821,9.389680,1.270312,31.959217,2.716330,0.406619
23,-0.002873,0.146635,0.079034,1.877322,0.500000,0.500000,0.000000,0.183718,33.170532,9.668627,1.262964,31.957886,2.820291,0.401234
24,0.004435,0.146987,0.058716,1.868813,0.500000,0.500000,0.000000,0.185419,33.223370,9.923861,1.223998,31.956713,2.924157,0.391676
25,0.016603,0.127961,0.071186,1.864615,0.500000,0.500000,0.000000,0.186457,33.270432,10.164845,1.180187,31.955523,3.025928,0.391619
26,0.008090,0.132190,0.059939,1.858348,0.500000,0.500000,0.000000,0.188813,33.309883,10.374959,1.132511,31.954082,3.118443,0.383536
27,-0.004740,0.129956,0.068192,1.849766,0.500000,0.500000,0.000000,0.190474,33.348911,10.575047,1.096133,31.952690,3.207840,0.386321
28,-0.012335,0.141501,0.069965,1.843924,0.500000,0.500000,0.000000,0.192256,33.383606,10.755851,1.042130,31.951818,3.297075,0.373461
29,0.000200,0.128754,0.063627,1.841642,0.500000,0.500000,0.000000,0.194144,33.412586,10.912515,0.985049,31.952211,3.384049,0.361647
30,0.011586,0.134449,0.074230,1.837589,0.500000,0.500000,0.000000,0.196122,33.441269,11.062524,0.957215,31.952026,3.457523,0.344769
31,-0.004994,0.139987,0.064550,1.833646,0.500000,0.500000,0.000000,0.197293,33.466908,11.199568,0.902554,31.952492,3.525403,0.329612
32,-0.001417,0.134184,0.071535,1.826856,0.500000,0.500000,0.000000,0.198857,33.488045,11.322058,0.818329,31.951797,3.589628,0.306693
33,0.008231,0.140627,0.068863,1.823899,0.500000,0.500000,0.000000,0.200239,33.504845,11.426758,0.759604,31.950876,3.648950,0.286005
34,0.000844,0.140795,0.070141,1.822351,0.500000,0.500000,0.000000,0.201981,33.520046,11.521179,0.697452,31.950583,3.702703,0.265575
35,-0.002482,0.150473,0.079656,1.811275,0.500000,0.500000,0.000000,0.203039,33.530712,11.599160,0.627462,31.949993,3.752859,0.248477
36,0.004862,0.141273,0.077836,1.812533,0.500000,0.500000,0.000000,0.204676,33.538971,11.667875,0.558029,31.949953,3.800059,0.227376
37,0.005141,0.146392,0.080152,1.811935,0.500000,0.500000,0.000000,0.206003,33.544109,11.723866,0.501034,31.949364,3.838156,0.201689
38,-0.001808,0.142081,0.085354,1.804214,0.500000,0.500000,0.000000,0.207218,33.547287,11.770744,0.439052,31.948729,3.871883,0.176951
39,-0.000432,0.145317,0.087657,1.804985,0.500000,0.500000,0.000000,0.208323,33.547966,11.809168,0.381003,31.948681,3.901117,0.153551
40,0.005088,0.143695,0.083701,1.807873,0.500000,0.500000,0.000000,0.209260,33.547817,11.839006,0.323726,31.947626,3.924597,0.132722
41,0.004892,0.143894,0.089690,1.806874,0.500000,0.500000,0.000000,0.210119,33.546253,11.861433,0.265075,31.946810,3.944883,0.109280
42,0.007170,0.152441,0.091678,1.805418,0.500000,0.500000,0.000000,0.210840,33.544491,11.877727,0.217237,31.946129,3.961075,0.088615
43,-0.007593,0.146477,0.090450,1.804746,0.500000,0.500000,0.000000,0.211472,33.543022,11.889824,0.170149,31.945454,3.973160,0.070633
44,-0.005504,0.145367,0.091591,1.801882,0.500000,0.500000,0.000000,0.211984,33.541351,11.897959,0.132598,31.944849,3.982337,0.053164
45,-0.003680,0.144807,0.092971,1.801383,0.500000,0.500000,0.000000,0.212346,33.539936,11.903316,0.091519,31.944376,3.988830,0.038182
46,-0.000066,0.143540,0.092980,1.802786,0.500000,0.500000,0.000000,0.212623,33.539001,11.907312,0.063588,31.944092,3.993016,0.025532
47,-0.000994,0.148341,0.093418,1.799906,0.500000,0.500000,0.000000,0.212792,33.538410,11.909651,0.038259,31.943886,3.995407,0.015406
48,-0.000597,0.142680,0.092412,1.804608,0.500000,0.500000,0.000000,0.212869,33.538021,11.910627,0.019464,31.943773,3.996601,0.007955
49,-0.001221,0.147203,0.091962,1.803772,0.500000,0.500000,0.000000,0.212900,33.537857,11.910923,0.007067,31.943729,3.997045,0.002861
50,-0.005951,0.146073,0.096012,1.802982,0.500000,0.500000,0.000000,0.212905,33.537838,11.910959,0.000970,31.943724,3.997101,0.000389
