epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
32,-0.004770,0.086103,0.051183,1.922778,0.500000,0.500000,0.000000,0.226416,34.444374,16.922886,1.482498,31.681520,5.588339,0.599644
33,0.000577,0.084140,0.055798,1.922112,0.500000,0.500000,0.000000,0.228670,34.459656,17.068510,1.394189,31.680820,5.689472,0.585882
34,0.001615,0.091689,0.057141,1.925358,0.500000,0.500000,0.000000,0.231514,34.471809,17.195509,1.294177,31.680426,5.784804,0.542432
35,-0.007329,0.097330,0.058283,1.929313,0.500000,0.500000,0.000000,0.233907,34.477406,17.301741,1.182699,31.679033,5.866916,0.502989
36,-0.003785,0.096770,0.068148,1.934007,0.500000,0.500000,0.000000,0.235976,34.480762,17.388908,1.070185,31.677814,5.939360,0.469892
37,-0.012012,0.094620,0.069709,1.935877,0.500000,0.500000,0.000000,0.237966,34.480843,17.463839,0.973584,31.676926,6.008068,0.429794
38,0.006503,0.093398,0.068409,1.937689,0.500000,0.500000,0.000000,0.240423,34.479153,17.525496,0.869636,31.674667,6.066263,0.384002
39,0.001532,0.100562,0.075961,1.940930,0.500000,0.500000,0.000000,0.242803,34.473774,17.572599,0.751030,31.672087,6.116713,0.333286
40,0.004866,0.104681,0.075306,1.947546,0.500000,0.500000,0.000000,0.244497,34.467403,17.609972,0.649913,31.669939,6.157155,0.286720
41,-0.004598,0.109615,0.076551,1.949744,0.500000,0.500000,0.000000,0.245840,34.459736,17.637865,0.551579,31.667585,6.191061,0.245491
42,-0.009162,0.104859,0.081219,1.952666,0.500000,0.500000,0.000000,0.247176,34.451241,17.658543,0.458628,31.665550,6.217751,0.202665
43,0.000734,0.111348,0.080718,1.953957,0.500000,0.500000,0.000000,0.248600,34.443405,17.673018,0.364564,31.663332,6.237190,0.162715
44,0.000965,0.112923,0.086170,1.956567,0.500000,0.500000,0.000000,0.249259,34.436096,17.680832,0.275773,31.661549,6.253046,0.121742
45,-0.000509,0.114616,0.087499,1.955182,0.500000,0.500000,0.000000,0.250049,34.430920,17.686563,0.200059,31.659990,6.263608,0.090504
46,-0.003389,0.115793,0.086513,1.956722,0.500000,0.500000,0.000000,0.250507,34.426811,17.689297,0.135998,31.658888,6.270764,0.060321
47,-0.004011,0.111859,0.088899,1.960988,0.500000,0.500000,0.000000,0.250780,34.424389,17.691473,0.085239,31.658190,6.274910,0.037382
48,0.002850,0.111719,0.085743,1.959909,0.500000,0.500000,0.000000,0.250979,34.423016,17.692268,0.044429,31.657812,6.276926,0.018738
49,0.001606,0.111642,0.085782,1.961384,0.500000,0.500000,0.000000,0.251055,34.422508,17.692558,0.016688,31.657665,6.277637,0.006967
50,0.000184,0.111131,0.085557,1.961887,0.500000,0.500000,0.000000,0.251065,34.422436,17.692598,0.002417,31.657644,6.277737,0.001050
