epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
18,0.015420,0.137139,0.045851,2.332483,0.500000,0.500000,0.000000,0.189176,33.761631,12.019255,2.327568,31.873325,3.112685,0.602273
19,-0.007585,0.118162,0.042871,2.322096,0.500000,0.500000,0.000000,0.193346,33.897739,12.526519,2.292419,31.861067,3.269075,0.604419
20,-0.003719,0.123833,0.046097,2.309451,0.500000,0.500000,0.000000,0.197630,34.021851,12.994832,2.263789,31.850330,3.423191,0.605368
21,0.006738,0.140514,0.049012,2.298794,0.500000,0.500000,0.000000,0.201109,34.149830,13.448195,2.218708,31.840208,3.567696,0.603387
22,-0.003659,0.131118,0.045450,2.290543,0.500000,0.500000,0.000000,0.205245,34.269558,13.873597,2.204162,31.831236,3.710787,0.609168
23,0.005312,0.144751,0.046128,2.282070,0.500000,0.500000,0.000000,0.207494,34.390244,14.270920,2.171376,31.822519,3.849385,0.611789
24,0.015612,0.152843,0.046483,2.272369,0.500000,0.500000,0.000000,0.210625,34.497887,14.632169,2.113825,31.815176,3.980862,0.597984
25,-0.000394,0.124946,0.054168,2.261113,0.500000,0.500000,0.000000,0.215225,34.591850,14.959065,2.037233,31.807648,4.106774,0.604822
26,0.007158,0.134744,0.048051,2.253196,0.500000,0.500000,0.000000,0.217396,34.682301,15.266690,1.988618,31.800714,4.235748,0.595172
27,-0.003720,0.139572,0.050653,2.251621,0.500000,0.500000,0.000000,0.219872,34.768295,15.549417,1.931261,31.793207,4.346955,0.581373
28,0.004445,0.150235,0.055176,2.240087,0.500000,0.500000,0.000000,0.222819,34.843208,15.805447,1.850839,31.787352,4.458679,0.575928
29,-0.007752,0.155927,0.050125,2.231164,0.500000,0.500000,0.000000,0.226311,34.904968,16.035961,1.729898,31.779293,4.567494,0.562119
30,0.002626,0.146061,0.052554,2.228830,0.500000,0.500000,0.000000,0.229663,34.960346,16.246517,1.657159,31.772652,4.663507,0.540146
31,0.007556,0.153413,0.052855,2.221944,0.500000,0.500000,0.000000,0.232388,35.012653,16.434147,1.575329,31.765543,4.758858,0.515647
32,-0.000688,0.156516,0.057163,2.216696,0.500000,0.500000,0.000000,0.235353,35.054241,16.597580,1.469818,31.759186,4.844632,0.487018
33,0.000851,0.158823,0.060347,2.214843,0.500000,0.500000,0.000000,0.238817,35.087677,16.742678,1.373908,31.754240,4.924418,0.461745
34,-0.008676,0.160768,0.061482,2.212105,0.500000,0.500000,0.000000,0.241827,35.113865,16.868137,1.276371,31.748787,4.993878,0.433604
35,0.005706,0.162092,0.066409,2.202470,0.500000,0.500000,0.000000,0.244245,35.135307,16.973846,1.144343,31.742636,5.058344,0.405141
36,-0.004969,0.173457,0.065332,2.200280,0.500000,0.500000,0.000000,0.246259,35.148628,17.060036,1.029195,31.737707,5.117652,0.368950
37,0.000744,0.167867,0.070545,2.197585,0.500000,0.500000,0.000000,0.248616,35.156597,17.131090,0.922618,31.732759,5.169974,0.337175
38,0.001786,0.185559,0.070653,2.194018,0.500000,0.500000,0.000000,0.250470,35.162430,17.192188,0.822342,31.727747,5.215117,0.301310
39,0.000518,0.175840,0.073667,2.193164,0.500000,0.500000,0.000000,0.252094,35.162453,17.237497,0.708338,31.723362,5.255558,0.262125
40,-0.005224,0.184221,0.077440,2.188541,0.500000,0.500000,0.000000,0.253958,35.161793,17.274544,0.597490,31.719088,5.287401,0.224819
41,0.004508,0.183870,0.076950,2.185472,0.500000,0.500000,0.000000,0.255656,35.159401,17.300861,0.502277,31.715574,5.314826,0.187877
42,0.002476,0.191428,0.079881,2.184590,0.500000,0.500000,0.000000,0.257166,35.154255,17.318325,0.405878,31.711979,5.335176,0.153380
43,-0.000099,0.192492,0.082715,2.180290,0.500000,0.500000,0.000000,0.258246,35.149902,17.333200,0.327480,31.709021,5.351647,0.122699
44,-0.002398,0.191240,0.085167,2.181449,0.500000,0.500000,0.000000,0.259093,35.146713,17.342939,0.246035,31.706467,5.363939,0.092385
45,-0.000954,0.185636,0.085549,2.180519,0.500000,0.500000,0.000000,0.259669,35.143715,17.348835,0.177841,31.704792,5.372764,0.067290
46,-0.004155,0.200156,0.082981,2.178497,0.500000,0.500000,0.000000,0.260030,35.140999,17.351843,0.120396,31.703602,5.378359,0.044658
47,-0.002082,0.193259,0.084065,2.179120,0.500000,0.500000,0.000000,0.260290,35.139244,17.353565,0.073967,31.702827,5.381460,0.027420
48,-0.000173,0.190220,0.084182,2.176905,0.500000,0.500000,0.000000,0.260407,35.138336,17.354393,0.037402,31.702398,5.383094,0.014271
49,0.000039,0.194000,0.083431,2.174158,0.500000,0.500000,0.000000,0.260453,35.138004,17.354759,0.014167,31.702240,5.383673,0.005326
50,-0.002749,0.191353,0.084442,2.178685,0.500000,0.500000,0.000000,0.260462,35.137951,17.354797,0.002043,31.702215,5.383751,0.000762
