epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
31,-0.001175,0.081211,0.056887,1.929381,0.500000,0.500000,0.000000,0.214193,34.099407,16.021744,1.516417,31.661577,5.458375,0.638794
32,-0.002604,0.089459,0.052887,1.931180,0.500000,0.500000,0.000000,0.216706,34.117599,16.184711,1.444028,31.659973,5.570732,0.601061
33,0.007466,0.093440,0.054096,1.936045,0.500000,0.500000,0.000000,0.219355,34.126720,16.324455,1.363062,31.658457,5.674976,0.584544
34,0.002505,0.091514,0.057012,1.938400,0.500000,0.500000,0.000000,0.221624,34.135860,16.446760,1.252439,31.658113,5.771897,0.551253
35,-0.001424,0.090496,0.064308,1.940342,0.500000,0.500000,0.000000,0.223941,34.138657,16.550013,1.163320,31.656988,5.857725,0.509435
36,-0.004377,0.093957,0.066687,1.947519,0.500000,0.500000,0.000000,0.226922,34.140244,16.639568,1.063684,31.656158,5.932482,0.474231
37,0.005429,0.099108,0.066932,1.949582,0.500000,0.500000,0.000000,0.229093,34.138100,16.716177,0.943349,31.654148,5.999869,0.424785
38,0.005759,0.098339,0.070158,1.955128,0.500000,0.500000,0.000000,0.231426,34.131077,16.777494,0.835551,31.652533,6.064224,0.384671
39,-0.000447,0.099092,0.070863,1.961273,0.500000,0.500000,0.000000,0.233727,34.123230,16.824711,0.735015,31.650282,6.116075,0.341326
40,-0.002181,0.104202,0.077057,1.962096,0.500000,0.500000,0.000000,0.235520,34.112694,16.859070,0.642625,31.647877,6.158416,0.295498
41,0.000590,0.104999,0.075903,1.966581,0.500000,0.500000,0.000000,0.236981,34.104336,16.887140,0.538076,31.645493,6.193608,0.249565
42,0.007335,0.108924,0.081147,1.969966,0.500000,0.500000,0.000000,0.238251,34.096180,16.907370,0.436717,31.643063,6.220357,0.203314
43,-0.002907,0.112976,0.081882,1.972946,0.500000,0.500000,0.000000,0.239554,34.086834,16.917536,0.351250,31.640877,6.241576,0.165044
44,-0.006430,0.106777,0.082368,1.976995,0.500000,0.500000,0.000000,0.240428,34.079632,16.927258,0.270379,31.639297,6.258804,0.123127
45,-0.002908,0.112153,0.085452,1.978067,0.500000,0.500000,0.000000,0.241220,34.074203,16.933767,0.200059,31.637695,6.269544,0.090095
46,0.000902,0.114647,0.086585,1.979398,0.500000,0.500000,0.000000,0.241697,34.070038,16.936811,0.133573,31.636530,6.276663,0.062837
47,-0.005064,0.113027,0.085427,1.982886,0.500000,0.500000,0.000000,0.242104,34.067280,16.938574,0.083572,31.635799,6.280618,0.037757
48,-0.000961,0.112525,0.086779,1.983272,0.500000,0.500000,0.000000,0.242250,34.065853,16.939405,0.043478,31.635395,6.282792,0.019451
49,-0.000050,0.113964,0.088170,1.982863,0.500000,0.500000,0.000000,0.242312,34.065281,16.939613,0.016512,31.635250,6.283520,0.007270
50,0.000887,0.113298,0.090078,1.981098,0.500000,0.500000,0.000000,0.242322,34.065193,16.939632,0.002390,31.635227,6.283625,0.001070
