Category,precision,recall,f1-score,support
Community,45.75 ± 4.38,57.69 ± 7.11,50.68 ± 2.57,65900.00 ± 0.00
Entertainment,43.30 ± 8.78,45.42 ± 7.95,43.48 ± 5.33,32940.00 ± 54.77
Food,59.53 ± 1.22,45.62 ± 6.61,51.40 ± 4.51,179540.00 ± 54.77
Nightlife,36.23 ± 8.17,42.69 ± 4.80,38.40 ± 3.67,25060.00 ± 54.77
Outdoors,44.23 ± 3.01,50.74 ± 7.47,46.85 ± 1.54,28220.00 ± 44.72
Shopping,58.24 ± 2.33,56.12 ± 3.95,57.03 ± 1.33,138880.00 ± 44.72
Travel,49.28 ± 2.57,61.52 ± 2.32,54.68 ± 1.87,57380.00 ± 44.72
macro avg,48.08 ± 2.09,51.40 ± 1.91,48.93 ± 1.21,527920.00 ± 83.67
