Category,precision,recall,f1-score,support
Community,56.90 ± 3.53,70.74 ± 3.12,62.98 ± 2.08,314460.00 ± 54.77
Entertainment,68.44 ± 3.42,70.06 ± 1.99,69.16 ± 0.97,277160.00 ± 54.77
Food,72.81 ± 3.49,65.99 ± 3.02,69.13 ± 1.38,785920.00 ± 44.72
Nightlife,46.58 ± 7.01,68.77 ± 4.59,55.12 ± 4.03,140960.00 ± 54.77
Outdoors,67.87 ± 5.80,72.11 ± 2.73,69.75 ± 2.49,221620.00 ± 44.72
Shopping,77.64 ± 1.97,69.42 ± 1.95,73.27 ± 1.21,670180.00 ± 44.72
Travel,84.13 ± 1.12,80.76 ± 0.90,82.41 ± 0.37,773200.00 ± 0.00
macro avg,67.77 ± 1.28,71.12 ± 1.31,68.83 ± 1.32,3183500.00 ± 70.71
