Category,precision,recall,f1-score,support
Community,0.4389,0.5932,0.5026,438.6000
Entertainment,0.3706,0.4635,0.4097,167.4000
Food,0.5692,0.3781,0.4509,869.0000
Nightlife,0.4038,0.4698,0.4323,90.6000
Outdoors,0.3982,0.4888,0.4376,142.4000
Shopping,0.5157,0.5216,0.5176,657.6000
Travel,0.4308,0.4904,0.4582,176.2000
macro avg,0.4467,0.4865,0.4584,2541.8000
