epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.014279,0.992354,1.301624,4.244915,0.193365,32.454185,6.830874,6.830874,32.115799,2.978266,2.978266
2,-0.071797,0.120503,0.173084,5.174096,0.286660,32.248413,7.187673,1.774361,32.187111,4.311941,2.595779
3,-0.089060,0.055082,0.191400,5.390892,0.379589,31.990604,7.315516,1.414249,32.274719,5.405955,2.345128
4,0.057273,0.014141,0.201669,5.465657,0.471955,32.040127,8.415672,3.706273,32.356647,6.315545,2.180489
5,0.064616,0.013573,0.197227,5.353039,0.563583,32.501373,10.625482,3.963152,32.408043,7.011879,1.936161
6,-0.010528,0.000974,0.139830,5.166055,0.654496,32.206188,10.572391,0.295572,32.435440,7.540559,1.751162
7,-0.009551,0.001533,0.159839,4.937582,0.744295,31.915867,10.524040,0.291636,32.452908,7.979030,1.595373
8,0.027756,0.002111,0.198953,4.678955,0.832763,31.631605,10.484562,0.285627,32.466625,8.370126,1.515149
9,-0.004003,0.001694,0.167273,4.499204,0.919694,31.355074,10.453579,0.279951,32.472485,8.697115,1.441486
10,-0.002504,0.002068,0.146007,4.298059,1.004984,31.085249,10.430296,0.282493,32.482674,9.004786,1.425889
11,-0.006232,0.005285,0.147786,4.094129,1.088456,30.823406,10.415682,0.279263,32.501652,9.328664,1.443401
12,-0.012415,0.005201,0.148824,3.947513,1.169948,30.568403,10.410746,0.354926,32.514328,9.599690,1.379108
13,0.008451,0.014123,0.190679,3.792869,1.249221,30.323765,10.411698,0.444773,32.512241,9.825053,1.280505
14,-0.018029,0.004358,0.157771,3.698910,1.326139,30.088884,10.419297,0.338980,32.518139,10.063087,1.282437
15,-0.004070,0.538438,0.173810,3.608235,1.400264,29.920086,10.591647,1.680075,32.523666,10.284884,1.261289
16,-0.000305,0.001361,0.186864,3.538157,1.470960,29.700670,10.600722,0.221605,32.522709,10.488033,1.198330
17,0.002362,0.001094,0.187386,3.520502,1.534468,29.488462,10.613908,0.214324,32.514072,10.666225,1.144382
18,0.000015,0.001245,0.175273,3.480448,1.585757,29.286467,10.629152,0.204509,32.514221,10.851356,1.175180
19,-0.002724,0.000486,0.147545,3.460475,1.624518,29.093966,10.647599,0.194157,32.505867,11.004494,1.109919
20,-0.000078,0.000745,0.157073,3.494855,1.656969,28.910538,10.668839,0.184091,32.497715,11.139547,1.022970
21,0.003279,0.002391,0.178046,3.486655,1.683327,28.745600,10.717548,0.772790,32.489059,11.274944,1.021241
22,-0.019546,0.000714,0.167730,3.497790,1.707671,28.581316,10.742393,0.175115,32.476604,11.389548,0.949104
23,-0.011461,0.002409,0.146647,3.527094,1.726146,28.426596,10.764476,0.167430,32.464924,11.499009,0.925902
24,0.001544,0.001138,0.135701,3.542116,1.742331,28.278564,10.793094,0.169180,32.446445,11.595160,0.870333
25,0.004263,0.001056,0.165790,3.560548,1.757503,28.140755,10.821610,0.154767,32.432701,11.679070,0.823400
26,0.001120,0.001435,0.132124,3.597980,1.769265,28.012156,10.845285,0.144706,32.419376,11.761428,0.786418
27,-0.021588,0.000886,0.164448,3.588981,1.780403,27.892036,10.870430,0.129167,32.403847,11.832029,0.757923
28,-0.002963,0.001048,0.135405,3.624219,1.789683,27.781248,10.892481,0.118504,32.387817,11.895764,0.687679
29,0.007025,0.000864,0.163499,3.676392,1.797602,27.680645,10.915449,0.164381,32.372673,11.950634,0.622868
30,-0.008180,0.000385,0.152346,3.691095,1.804567,27.586630,10.937839,0.098778,32.361309,11.999234,0.607094
31,-0.005899,0.000318,0.159485,3.712344,1.810431,27.499607,10.960891,0.095897,32.350769,12.044834,0.577545
32,0.021539,0.000381,0.125865,3.732123,1.815580,27.420200,10.981836,0.090305,32.336555,12.081468,0.518742
33,-0.002961,0.000530,0.119734,3.760149,1.819915,27.349445,10.999953,0.074561,32.324383,12.111045,0.455725
34,-0.006006,0.000576,0.158587,3.792513,1.823676,27.286575,11.016230,0.069154,32.311016,12.135965,0.407746
35,0.003355,0.000652,0.114921,3.803606,1.827062,27.230713,11.031590,0.064370,32.300549,12.160643,0.395200
36,0.015125,0.003521,0.119495,3.821984,1.829998,27.180124,11.046336,0.087243,32.289421,12.179832,0.351371
37,-0.000775,0.002568,0.125590,3.852719,1.832496,27.137074,11.056951,0.067514,32.280132,12.195505,0.312480
38,-0.006457,0.001000,0.127271,3.883134,1.834845,27.099915,11.067388,0.049730,32.272388,12.208650,0.267256
39,0.000031,0.004377,0.143684,3.911999,1.836843,27.068808,11.080058,0.220383,32.263821,12.217315,0.233944
40,0.013099,0.003547,0.129657,3.916461,1.838385,27.041824,11.091879,0.107379,32.257095,12.224453,0.197080
41,0.002323,0.005221,0.152959,3.917010,1.839340,27.020054,11.099471,0.079418,32.251617,12.230083,0.171532
