epoch,loss,accuracy,accuracy_macro,f1,f1_weighted,mrr,top3_acc,ndcg_3,top5_acc,ndcg_5
1,1.8473457457527283,0.3300272524356842,0.3141968846321106,0.28544509410858154,0.3368391692638397,0.5376352071762085,0.6557432413101196,0.5167436599731445,0.86467045545578,0.6026094555854797
2,1.36936526828342,0.4876748323440552,0.5368919968605042,0.472395658493042,0.4851894974708557,0.6740644574165344,0.82999187707901,0.6884991526603699,0.9397758841514587,0.7337612509727478
3,1.1950170123387898,0.5432421565055847,0.589806318283081,0.5310900211334229,0.5415440201759338,0.7154954075813293,0.8652908205986023,0.7336370944976807,0.9531022906303406,0.7699143290519714
4,1.0892967345222595,0.5981812477111816,0.6273410320281982,0.5802440047264099,0.6007715463638306,0.7507074475288391,0.8819704651832581,0.7667974233627319,0.9563533663749695,0.7975264191627502
5,1.026744903080047,0.624622106552124,0.6482692956924438,0.6020317673683167,0.6286556720733643,0.7663301825523376,0.8866429328918457,0.7803914546966553,0.9577354788780212,0.8096991777420044
6,0.9880282689654638,0.6410818099975586,0.6625261902809143,0.6165916919708252,0.6456841230392456,0.775566816329956,0.8891716003417969,0.7881865501403809,0.9591254591941833,0.8170686960220337
7,0.9638688829210069,0.6549108028411865,0.6719158887863159,0.6281765699386597,0.6599403619766235,0.782978355884552,0.8892030119895935,0.7936471104621887,0.9594631791114807,0.8226763010025024
8,0.9384240044487847,0.6661719083786011,0.6796536445617676,0.6385147571563721,0.6714339256286621,0.7895718812942505,0.8920536041259766,0.7997275590896606,0.960295557975769,0.8279004096984863
9,0.9130338033040365,0.6772053241729736,0.6893488168716431,0.648354172706604,0.6824429631233215,0.7956669926643372,0.8925012350082397,0.8043642640113831,0.9617248177528381,0.8329415321350098
10,0.8983267526777964,0.684186577796936,0.6953802108764648,0.6549739837646484,0.6897510886192322,0.7995524406433105,0.8938990235328674,0.8078485727310181,0.9616698026657104,0.835818350315094
11,0.8823426261780754,0.6894872784614563,0.699188232421875,0.660233736038208,0.6948950886726379,0.8026837110519409,0.8952968716621399,0.8107290267944336,0.9622430801391602,0.8383620381355286
12,0.8695676894414992,0.6922200918197632,0.7024679183959961,0.6624100208282471,0.6978846192359924,0.8039566278457642,0.8950769901275635,0.8115778565406799,0.9623687267303467,0.8393478989601135
13,0.8554976327078683,0.698054850101471,0.7072428464889526,0.6689111590385437,0.7034438252449036,0.807661235332489,0.8964669704437256,0.8148574829101562,0.9635074138641357,0.8425307869911194
14,0.8426192147391183,0.7033162713050842,0.7118712663650513,0.673780083656311,0.7086828351020813,0.8106830716133118,0.89780193567276,0.8176207542419434,0.964127779006958,0.8450063467025757
15,0.8365491836790054,0.7029157876968384,0.7135448455810547,0.6736985445022583,0.7087347507476807,0.8104248642921448,0.8976606130599976,0.8173217177391052,0.9648895263671875,0.8450778722763062
16,0.8228517562624008,0.7077217698097229,0.7170891761779785,0.6783571839332581,0.7129551768302917,0.8137435913085938,0.8997180461883545,0.8206178545951843,0.9657925963401794,0.8479040861129761
17,0.819055890280103,0.7092452645301819,0.7193878889083862,0.6799603700637817,0.7148176431655884,0.8148350119590759,0.90165776014328,0.8222076892852783,0.965918242931366,0.848780632019043
18,0.8111198061988467,0.7110750079154968,0.7210456132888794,0.6825615167617798,0.7161476016044617,0.8160727620124817,0.9016655683517456,0.823123037815094,0.9666250348091125,0.8499608635902405
19,0.7997111365908668,0.7148129940032959,0.7246726751327515,0.6868927478790283,0.7199955582618713,0.8185012340545654,0.9037858843803406,0.8257761001586914,0.9677558541297913,0.852192223072052
20,0.7923161340138268,0.7159987688064575,0.72655189037323,0.687524676322937,0.7211337089538574,0.8190093040466309,0.9026157855987549,0.8256632089614868,0.9675830602645874,0.8524782657623291
21,0.7870522756425161,0.71999591588974,0.7281140685081482,0.6913524866104126,0.7247380614280701,0.8216222524642944,0.9054821133613586,0.8287322521209717,0.9684783220291138,0.8547699451446533
22,0.7756660703628783,0.7217078804969788,0.7323082685470581,0.6941173076629639,0.7268115282058716,0.8229549527168274,0.9069584608078003,0.8303458094596863,0.9693107008934021,0.8560945391654968
23,0.7829543825179811,0.7189043760299683,0.7288944721221924,0.6905186176300049,0.7238349914550781,0.8211924433708191,0.9050894379615784,0.8282884955406189,0.9682427048683167,0.8543815016746521
24,0.770621829562717,0.7215350866317749,0.7333658337593079,0.6933391094207764,0.7263565063476562,0.822809636592865,0.9056784510612488,0.8296664953231812,0.9696248173713684,0.8560878038406372
25,0.7565451122465587,0.7254772782325745,0.737207293510437,0.6975547671318054,0.7306296229362488,0.8253079056739807,0.9073589444160461,0.8322219848632812,0.9701588153839111,0.8581467270851135
26,0.7485238332597036,0.7295136451721191,0.7403526306152344,0.7024632692337036,0.7339925765991211,0.8281484246253967,0.9099111557006836,0.8354005813598633,0.9701038599014282,0.8602780103683472
27,0.7447035047743056,0.7285006642341614,0.7405813932418823,0.7010726928710938,0.7331666350364685,0.8276291489601135,0.9109477400779724,0.8354063630104065,0.9712032675743103,0.8602930903434753
28,0.7367967272561694,0.7308172583580017,0.7433673143386841,0.704197883605957,0.7355223894119263,0.8291998505592346,0.9107121825218201,0.8364371061325073,0.9721534848213196,0.8617937564849854
29,0.7346678839789497,0.732018768787384,0.7447618246078491,0.7048571705818176,0.7368747591972351,0.8298380970954895,0.910688579082489,0.8368806838989258,0.9719257354736328,0.8621973991394043
