Category,precision,recall,f1-score,support
Community,55.96 ± 3.24,72.22 ± 2.16,63.00 ± 2.08,314460.00 ± 54.77
Entertainment,67.22 ± 2.70,70.52 ± 0.63,68.81 ± 1.60,277160.00 ± 54.77
Food,75.66 ± 3.39,63.92 ± 4.91,69.12 ± 2.03,785920.00 ± 44.72
Nightlife,45.96 ± 4.29,69.11 ± 2.75,55.10 ± 3.18,140960.00 ± 54.77
Outdoors,69.73 ± 3.91,71.72 ± 3.39,70.59 ± 1.49,221620.00 ± 44.72
Shopping,77.01 ± 3.56,70.76 ± 1.97,73.69 ± 1.50,670180.00 ± 44.72
Travel,83.21 ± 1.54,81.73 ± 1.28,82.45 ± 0.61,773200.00 ± 0.00
macro avg,67.82 ± 1.43,71.42 ± 1.41,68.96 ± 1.52,3183500.00 ± 70.71
