Category,precision,recall,f1-score,support
Community,42.59 ± 4.04,61.67 ± 1.79,50.29 ± 2.97,65900.00 ± 0.00
Entertainment,36.80 ± 4.28,48.45 ± 4.25,41.70 ± 3.58,32940.00 ± 54.77
Food,56.85 ± 1.24,31.75 ± 2.06,40.69 ± 1.44,179540.00 ± 54.77
Nightlife,30.26 ± 4.15,52.76 ± 4.58,38.18 ± 2.92,25060.00 ± 54.77
Outdoors,37.97 ± 4.11,59.46 ± 4.63,46.13 ± 2.90,28220.00 ± 44.72
Shopping,54.61 ± 1.86,49.40 ± 2.63,51.85 ± 2.08,138880.00 ± 44.72
Travel,49.39 ± 1.60,62.46 ± 4.01,55.08 ± 1.24,57380.00 ± 44.72
macro avg,44.07 ± 0.94,52.28 ± 1.16,46.28 ± 0.94,527920.00 ± 44.72
