epoch,loss,accuracy,accuracy_macro,f1,f1_weighted,mrr,top3_acc,ndcg_3,top5_acc,ndcg_5
1,2.1198191209272905,0.17313064634799957,0.18041245639324188,0.1531047224998474,0.18239140510559082,0.3982881009578705,0.4627077579498291,0.3375890851020813,0.7379835844039917,0.45085784792900085
2,1.7579527768221768,0.3023630380630493,0.3153156042098999,0.2744724154472351,0.3073938488960266,0.5205315351486206,0.6475351452827454,0.5003778338432312,0.8684945702552795,0.5911448001861572
3,1.6517392938787288,0.32305726408958435,0.3799283504486084,0.3040742874145508,0.30301403999328613,0.5517847537994385,0.7217407822608948,0.551620602607727,0.9230003952980042,0.6350111961364746
4,1.5758337541060015,0.3633565306663513,0.43010076880455017,0.352178692817688,0.34888923168182373,0.5872215032577515,0.7728843688964844,0.5994365811347961,0.9304825067520142,0.6648715734481812
5,1.5096465024081143,0.38779181241989136,0.46336227655410767,0.3816640377044678,0.3782497048377991,0.6069306135177612,0.7882748246192932,0.6203972697257996,0.9397168159484863,0.6831041574478149
6,1.4681453704833984,0.40659183263778687,0.48425450921058655,0.40280279517173767,0.3983742594718933,0.622615396976471,0.8124733567237854,0.6417043209075928,0.9507505297660828,0.6990327835083008
7,1.4461078643798828,0.41099587082862854,0.48954299092292786,0.4074295163154602,0.40693721175193787,0.6239988207817078,0.8041861653327942,0.6394651532173157,0.9465832710266113,0.6985052824020386
8,1.4017976414073596,0.4182412326335907,0.5062025785446167,0.41663622856140137,0.40810054540634155,0.6322416067123413,0.8217549324035645,0.6527442336082458,0.9521238803863525,0.7068655490875244
9,1.390241189436479,0.4190462529659271,0.5063869953155518,0.4176226258277893,0.4095395803451538,0.632257878780365,0.8179191946983337,0.6511629223823547,0.952928900718689,0.7070958018302917
10,1.3486096642234109,0.43434199690818787,0.5234717726707458,0.43419840931892395,0.4250754117965698,0.6435990333557129,0.8269640207290649,0.6632102727890015,0.9577591419219971,0.7174239158630371
11,1.3275471600619229,0.43263721466064453,0.5290823578834534,0.4365442395210266,0.42446213960647583,0.6435014009475708,0.8313207030296326,0.6651641726493835,0.9556281566619873,0.7166545987129211
12,1.297515869140625,0.4455178380012512,0.5405898094177246,0.4478505551815033,0.43173038959503174,0.6519582271575928,0.8334043622016907,0.671953022480011,0.9612634181976318,0.7249938249588013
13,1.2745763605291194,0.4548467993736267,0.5467079877853394,0.456409215927124,0.44581007957458496,0.6617333889007568,0.8495524525642395,0.6860392689704895,0.9632049798965454,0.7332351803779602
14,1.2592302669178357,0.45726191997528076,0.5524605512619019,0.4595789313316345,0.4460219442844391,0.6620045900344849,0.8476582765579224,0.6853499412536621,0.9647676944732666,0.7339537739753723
15,1.2214472510597922,0.47260501980781555,0.5619848966598511,0.47392576932907104,0.46499571204185486,0.6716445684432983,0.8497418761253357,0.6933801770210266,0.9656201004981995,0.7414910197257996
16,1.1929071599786931,0.47606194019317627,0.5707957148551941,0.47790414094924927,0.4643481373786926,0.6765859723091125,0.8596864938735962,0.7012178301811218,0.9687929153442383,0.7464558482170105
17,1.1709347638216885,0.4876165986061096,0.5767087936401367,0.4882364869117737,0.4818076193332672,0.6841506361961365,0.8623857498168945,0.7078724503517151,0.9695505499839783,0.752392590045929
18,1.1485380692915483,0.4892740547657013,0.5862118005752563,0.49149879813194275,0.48012521862983704,0.6859331130981445,0.8698678612709045,0.7122799158096313,0.9705450534820557,0.7541387677192688
19,1.1311456506902522,0.49609318375587463,0.5943917036056519,0.49869877099990845,0.488311231136322,0.6905947327613831,0.872046172618866,0.7164973616600037,0.9739072322845459,0.7588661313056946
20,1.1165666580200195,0.5013496279716492,0.5990914106369019,0.5030238628387451,0.493940144777298,0.6922215819358826,0.8663161993026733,0.7153576016426086,0.9713500738143921,0.7590882778167725
21,1.0916004180908203,0.5080740451812744,0.6065890789031982,0.5104274153709412,0.5015049576759338,0.6983169317245483,0.8757872581481934,0.7237085103988647,0.9756593704223633,0.765301525592804
22,1.055602420460094,0.5190131068229675,0.6153761744499207,0.5219220519065857,0.512241780757904,0.7067549824714661,0.8811383843421936,0.7320694923400879,0.9798740148544312,0.7732003927230835
