Category,precision,recall,f1-score,support
Community,0.4426,0.5991,0.5089,659.0000
Entertainment,0.3418,0.5021,0.4047,329.4000
Food,0.5536,0.3138,0.3976,1795.4000
Nightlife,0.2776,0.5611,0.3692,250.6000
Outdoors,0.3978,0.5883,0.4735,282.2000
Shopping,0.5454,0.4752,0.5068,1388.8000
Travel,0.4972,0.6218,0.5511,573.8000
macro avg,0.4366,0.5231,0.4588,5279.2000
