Category,precision,recall,f1-score,support
Community,44.26 ± 1.47,59.91 ± 1.87,50.89 ± 1.26,65900.00 ± 0.00
Entertainment,34.18 ± 6.09,50.21 ± 3.19,40.47 ± 4.73,32940.00 ± 54.77
Food,55.36 ± 1.71,31.38 ± 5.58,39.76 ± 4.34,179540.00 ± 54.77
Nightlife,27.76 ± 3.20,56.11 ± 5.83,36.92 ± 2.78,25060.00 ± 54.77
Outdoors,39.78 ± 4.12,58.83 ± 4.68,47.35 ± 3.52,28220.00 ± 44.72
Shopping,54.54 ± 2.71,47.52 ± 3.19,50.68 ± 1.41,138880.00 ± 44.72
Travel,49.72 ± 4.08,62.18 ± 3.11,55.11 ± 2.05,57380.00 ± 44.72
macro avg,43.66 ± 1.54,52.31 ± 1.50,45.88 ± 1.75,527920.00 ± 44.72
