Category,precision,recall,f1-score,support
Community,44.89 ± 2.98,56.45 ± 6.87,49.70 ± 1.81,43860.00 ± 54.77
Entertainment,38.69 ± 5.72,47.18 ± 5.05,42.16 ± 3.43,16740.00 ± 54.77
Food,55.98 ± 2.25,41.57 ± 9.35,47.05 ± 6.41,86900.00 ± 0.00
Nightlife,37.69 ± 4.24,47.68 ± 10.29,41.68 ± 5.04,9060.00 ± 54.77
Outdoors,38.03 ± 7.11,46.07 ± 1.95,41.42 ± 4.73,14240.00 ± 54.77
Shopping,52.95 ± 1.43,49.60 ± 3.70,51.12 ± 1.63,65760.00 ± 54.77
Travel,41.93 ± 3.13,51.64 ± 3.64,46.18 ± 2.42,17620.00 ± 44.72
macro avg,44.31 ± 1.53,48.60 ± 1.66,45.62 ± 1.35,254180.00 ± 44.72
