Category,precision,recall,f1-score,support
Community,44.14 ± 3.16,53.31 ± 0.86,48.23 ± 1.79,43860.00 ± 54.77
Entertainment,34.67 ± 3.80,52.81 ± 3.98,41.76 ± 3.33,16740.00 ± 54.77
Food,55.44 ± 2.04,33.23 ± 4.70,41.39 ± 3.64,86900.00 ± 0.00
Nightlife,31.59 ± 4.52,54.09 ± 8.56,39.61 ± 4.69,9060.00 ± 54.77
Outdoors,31.61 ± 4.94,50.13 ± 3.63,38.54 ± 3.57,14240.00 ± 54.77
Shopping,50.22 ± 2.17,46.62 ± 5.52,48.13 ± 2.40,65760.00 ± 54.77
Travel,40.93 ± 1.06,53.47 ± 6.36,46.21 ± 2.49,17620.00 ± 44.72
macro avg,41.23 ± 0.86,49.09 ± 1.87,43.41 ± 0.99,254180.00 ± 44.72
