Category,precision,recall,f1-score,support
Community,0.2717,0.4894,0.3494,658.0000
Entertainment,0.1830,0.1246,0.1483,329.0000
Food,0.4574,0.1847,0.2632,1716.0000
Nightlife,0.1200,0.1750,0.1424,240.0000
Outdoors,0.2364,0.3108,0.2685,251.0000
Shopping,0.3848,0.4537,0.4164,1351.0000
Travel,0.3427,0.4661,0.3950,472.0000
macro avg,0.2851,0.3149,0.2833,5017.0000
weighted avg,0.3575,0.3255,0.3151,5017.0000
