Category,precision,recall,f1-score,support
Community,0.5627,0.7449,0.6410,3144.6000
Entertainment,0.7035,0.7235,0.7132,2771.6000
Food,0.7724,0.6616,0.7124,7859.2000
Nightlife,0.4620,0.7094,0.5583,1409.6000
Outdoors,0.6705,0.7482,0.7071,2216.2000
Shopping,0.7981,0.7124,0.7523,6701.8000
Travel,0.8578,0.8246,0.8409,7732.0000
macro avg,0.6896,0.7321,0.7036,31835.0000
