Category,precision,recall,f1-score,support
Community,56.27 ± 1.55,74.49 ± 2.21,64.10 ± 1.56,314460.00 ± 54.77
Entertainment,70.35 ± 1.78,72.35 ± 1.05,71.32 ± 0.97,277160.00 ± 54.77
Food,77.24 ± 2.80,66.16 ± 1.70,71.24 ± 1.34,785920.00 ± 44.72
Nightlife,46.20 ± 4.67,70.94 ± 0.63,55.83 ± 3.40,140960.00 ± 54.77
Outdoors,67.05 ± 2.11,74.82 ± 1.81,70.71 ± 1.73,221620.00 ± 44.72
Shopping,79.81 ± 1.57,71.24 ± 2.91,75.23 ± 1.30,670180.00 ± 44.72
Travel,85.78 ± 0.22,82.46 ± 0.64,84.09 ± 0.31,773200.00 ± 0.00
macro avg,68.96 ± 0.99,73.21 ± 0.99,70.36 ± 1.13,3183500.00 ± 70.71
