Category,precision,recall,f1-score,support
Community,55.57 ± 3.12,73.56 ± 2.81,63.24 ± 2.02,314460.00 ± 54.77
Entertainment,68.44 ± 1.96,71.42 ± 0.68,69.88 ± 0.86,277160.00 ± 54.77
Food,76.61 ± 1.81,64.60 ± 1.81,70.08 ± 1.36,785920.00 ± 44.72
Nightlife,47.45 ± 3.65,69.37 ± 2.06,56.28 ± 2.71,140960.00 ± 54.77
Outdoors,66.13 ± 3.59,73.88 ± 1.41,69.75 ± 2.26,221620.00 ± 44.72
Shopping,77.62 ± 1.70,71.78 ± 1.40,74.58 ± 1.41,670180.00 ± 44.72
Travel,85.10 ± 0.74,81.27 ± 1.42,83.14 ± 1.05,773200.00 ± 0.00
macro avg,68.13 ± 1.13,72.27 ± 1.18,69.56 ± 1.14,3183500.00 ± 70.71
