Category,precision,recall,f1-score,support
Community,0.4527,0.5812,0.5090,659.0000
Entertainment,0.3117,0.4954,0.3826,329.0000
Food,0.5648,0.2379,0.3348,1795.0000
Nightlife,0.2304,0.5737,0.3288,251.0000
Outdoors,0.3979,0.5461,0.4604,282.0000
Shopping,0.5106,0.5040,0.5072,1389.0000
Travel,0.4643,0.6237,0.5323,574.0000
macro avg,0.4189,0.5089,0.4364,5279.0000
weighted avg,0.4850,0.4412,0.4328,5279.0000
