Category,precision,recall,f1-score,support
Community,25.03,21.15,22.92,109700.00
Entertainment,8.78,13.66,10.69,41000.00
Food,38.91,28.04,32.59,217200.00
Nightlife,10.71,10.57,10.64,22700.00
Outdoors,12.04,12.64,12.33,36400.00
Shopping,29.91,35.10,32.30,164400.00
Travel,14.49,22.68,17.68,44100.00
macro avg,19.98,20.55,19.88,635500.00
