Category,precision,recall,f1-score,support
Community,0.5242,0.7214,0.6071,3144.0000
Entertainment,0.6775,0.6988,0.6880,2772.0000
Food,0.7469,0.5695,0.6463,7859.0000
Nightlife,0.3611,0.7156,0.4800,1410.0000
Outdoors,0.6564,0.7139,0.6840,2216.0000
Shopping,0.7531,0.6822,0.7159,6702.0000
Travel,0.8362,0.7982,0.8168,7732.0000
macro avg,0.6508,0.6999,0.6626,31835.0000
weighted avg,0.7185,0.6916,0.6974,31835.0000
