Category,precision,recall,f1-score,support
Community,44.93 ± 1.77,60.33 ± 5.72,51.35 ± 1.80,65900.00 ± 0.00
Entertainment,33.01 ± 3.44,51.00 ± 5.65,39.94 ± 3.41,32940.00 ± 54.77
Food,57.92 ± 2.09,29.58 ± 6.28,38.76 ± 4.76,179540.00 ± 54.77
Nightlife,30.94 ± 3.27,51.32 ± 5.92,38.27 ± 1.11,25060.00 ± 54.77
Outdoors,37.57 ± 4.56,57.69 ± 8.27,45.35 ± 5.24,28220.00 ± 44.72
Shopping,54.16 ± 2.59,53.62 ± 3.44,53.83 ± 2.24,138880.00 ± 44.72
Travel,49.79 ± 2.33,62.50 ± 1.58,55.39 ± 1.33,57380.00 ± 44.72
macro avg,44.05 ± 0.91,52.29 ± 1.98,46.13 ± 0.82,527920.00 ± 44.72
