epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,0.016920,0.551191,1.159683,2.826208,0.250000,0.750000,0.114016,32.136005,3.270734,3.270734,32.027870,1.092095,1.092095
2,0.043109,0.157492,0.213605,3.290943,0.250000,0.750000,0.128845,32.263748,4.666907,1.519718,32.043945,1.586655,0.608214
3,-0.103055,0.023328,0.156019,3.282359,0.250000,0.750000,0.144185,32.348526,5.434409,0.930879,32.057087,1.899920,0.473887
4,0.005898,0.008064,0.119353,3.341259,0.250000,0.750000,0.160016,32.405762,5.933291,0.649040,32.069889,2.155421,0.430397
5,-0.030219,0.008707,0.240489,3.391505,0.250000,0.750000,0.176209,32.445324,6.261264,0.476175,32.079884,2.344259,0.408302
6,0.005306,0.006805,0.253014,3.458425,0.250000,0.750000,0.192630,32.472805,6.501931,0.464677,32.090256,2.514240,0.400045
7,0.150602,0.009819,0.310793,3.569939,0.250000,0.750000,0.209224,32.497868,6.690837,0.429330,32.099800,2.673167,0.416770
8,0.022098,0.007489,0.341987,3.629510,0.250000,0.750000,0.225540,32.517517,6.838530,0.376272,32.109856,2.832927,0.413287
9,-0.034097,0.001852,0.249972,3.729319,0.250000,0.750000,0.241968,32.539921,6.966046,0.391175,32.122021,2.998689,0.441917
10,-0.001944,0.001747,0.277638,3.792677,0.250000,0.750000,0.258444,32.567368,7.074584,0.387397,32.138756,3.165581,0.458782
11,-0.035644,0.002089,0.215329,3.846376,0.250000,0.750000,0.275152,32.608303,7.166621,0.406913,32.161327,3.330429,0.465765
12,-0.017595,0.001896,0.287838,3.873505,0.250000,0.750000,0.291668,32.669090,7.235055,0.393980,32.190388,3.493634,0.492958
13,-0.018882,0.001758,0.377342,3.900259,0.250000,0.750000,0.307928,32.758381,7.298648,0.424267,32.226807,3.649494,0.503301
14,0.004857,0.002279,0.473173,3.869701,0.250000,0.750000,0.323834,32.881901,7.372132,0.490918,32.273029,3.811437,0.497873
15,0.039733,0.002604,0.552774,3.882427,0.250000,0.750000,0.339331,33.023022,7.466986,0.522247,32.323181,3.970133,0.452511
16,-0.024227,0.002842,0.501685,3.945801,0.250000,0.750000,0.354646,33.157677,7.566717,0.544217,32.371826,4.119039,0.435797
17,0.001070,0.002486,0.370507,3.943799,0.250000,0.750000,0.369784,33.280800,7.679453,0.585129,32.417183,4.263710,0.429917
18,-0.157043,0.005661,0.540629,4.017748,0.250000,0.750000,0.384661,33.388367,7.810211,0.608952,32.455345,4.390697,0.395757
19,-0.109499,0.006702,0.657837,4.005171,0.250000,0.750000,0.399331,33.468613,7.936617,0.679156,32.486740,4.504998,0.376344
20,-0.044241,0.006979,0.628408,4.041851,0.250000,0.750000,0.413947,33.529839,8.068360,0.706080,32.512733,4.607704,0.383822
21,-0.017863,0.010682,0.300951,4.077462,0.250000,0.750000,0.428660,33.577698,8.207457,0.655010,32.535141,4.707764,0.382366
22,-0.028340,0.006729,0.352690,4.179546,0.250000,0.750000,0.443802,33.603596,8.320395,0.558368,32.555054,4.803548,0.400451
23,-0.008095,0.004749,0.355824,4.142941,0.250000,0.750000,0.459030,33.614864,8.406663,0.483051,32.570454,4.900321,0.408294
24,-0.022616,0.008985,0.279880,4.187628,0.250000,0.750000,0.474132,33.616901,8.471146,0.425652,32.586212,4.999384,0.439014
25,-0.017692,0.006610,0.535585,4.251821,0.250000,0.750000,0.489064,33.613949,8.521065,0.370268,32.601841,5.102461,0.421461
26,0.029256,0.007935,0.504463,4.304791,0.250000,0.750000,0.503983,33.608105,8.562979,0.429569,32.617760,5.205044,0.432918
27,-0.050475,0.007457,0.626718,4.336962,0.250000,0.750000,0.518833,33.600739,8.610969,0.432296,32.632225,5.301051,0.454747
