Category,precision,recall,f1-score,support
Community,43.93 ± 4.75,61.70 ± 6.97,51.01 ± 3.48,65900.00 ± 0.00
Entertainment,39.89 ± 6.10,47.72 ± 9.11,42.45 ± 1.44,32940.00 ± 54.77
Food,61.38 ± 5.16,37.47 ± 6.63,46.05 ± 3.79,179540.00 ± 54.77
Nightlife,29.57 ± 5.87,49.64 ± 4.44,36.49 ± 3.81,25060.00 ± 54.77
Outdoors,41.90 ± 5.00,56.76 ± 5.89,47.83 ± 2.79,28220.00 ± 44.72
Shopping,58.51 ± 3.13,53.70 ± 5.84,55.78 ± 2.50,138880.00 ± 44.72
Travel,51.18 ± 2.01,63.05 ± 3.97,56.46 ± 2.38,57380.00 ± 44.72
macro avg,46.62 ± 0.98,52.86 ± 1.45,48.01 ± 0.84,527920.00 ± 44.72
