Category,precision,recall,f1-score,support
Community,0.5212,0.5549,0.5375,4282.0000
Entertainment,0.4377,0.3662,0.3987,1879.0000
Food,0.5948,0.6112,0.6029,11262.0000
Nightlife,0.3904,0.1830,0.2492,1109.0000
Outdoors,0.5129,0.5076,0.5102,2429.0000
Shopping,0.5819,0.6248,0.6026,10475.0000
Travel,0.4643,0.3475,0.3975,1741.0000
macro avg,0.5004,0.4565,0.4712,33177.0000
weighted avg,0.5527,0.5586,0.5534,33177.0000
