Category,precision,recall,f1-score,support
Community,0.2618,0.4168,0.3216,4165.0000
Entertainment,0.2157,0.1590,0.1830,2441.0000
Food,0.4497,0.2189,0.2944,11541.0000
Nightlife,0.1355,0.3118,0.1889,1687.0000
Outdoors,0.2624,0.2341,0.2474,2721.0000
Shopping,0.3857,0.4117,0.3983,7983.0000
Travel,0.3901,0.5414,0.4535,4278.0000
macro avg,0.3001,0.3277,0.2982,34816.0000
weighted avg,0.3590,0.3279,0.3244,34816.0000
