Category,precision,recall,f1-score,support
Community,0.2814,0.4071,0.3328,1641.0000
Entertainment,0.2454,0.2530,0.2492,1312.0000
Food,0.4193,0.1974,0.2684,4119.0000
Nightlife,0.1248,0.3705,0.1867,726.0000
Outdoors,0.1896,0.2699,0.2227,1156.0000
Shopping,0.4508,0.3585,0.3994,3526.0000
Travel,0.6263,0.6598,0.6426,3904.0000
macro avg,0.3339,0.3595,0.3288,16384.0000
weighted avg,0.4184,0.3805,0.3838,16384.0000
