Category,precision,recall,f1-score,support
Community,0.4972,0.5364,0.5161,1840.0000
Entertainment,0.4475,0.3787,0.4102,911.0000
Food,0.5847,0.5277,0.5547,4599.0000
Nightlife,0.3850,0.2479,0.3016,601.0000
Outdoors,0.4542,0.4769,0.4653,1082.0000
Shopping,0.5880,0.6694,0.6260,4842.0000
Travel,0.4777,0.4485,0.4626,1097.0000
macro avg,0.4906,0.4694,0.4767,14972.0000
weighted avg,0.5414,0.5448,0.5409,14972.0000
