epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,head_alpha,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
1,-0.003136,0.752604,1.215821,4.215248,0.193354,32.463306,6.678835,6.678835,32.118896,3.271061,3.271061
2,-0.025721,0.148858,0.195830,4.369286,0.286541,32.273788,7.103791,1.959854,32.286198,4.601602,2.687686
3,0.000514,0.009599,0.090111,4.149491,0.379466,31.992657,7.150075,0.785205,32.403439,5.546666,2.478783
4,0.039935,0.011517,0.172943,3.873272,0.471950,31.893942,7.557546,2.584998,32.469112,6.228698,2.317890
5,-0.011577,0.003207,0.072912,3.596802,0.563732,31.691538,7.805095,0.855984,32.713207,7.213451,3.278183
6,0.028688,0.007328,0.141681,3.367946,0.654613,31.404688,7.794916,0.404522,32.825706,7.749412,2.127991
7,-0.045564,0.006022,0.123619,3.148574,0.744345,31.122068,7.797466,0.373598,32.908909,8.205988,2.046020
8,0.015342,0.002365,0.145032,2.937398,0.832769,30.847521,7.821017,0.414901,32.975342,8.618560,1.948635
9,0.006552,0.009223,0.100187,2.746468,0.919696,30.609159,7.947370,1.533082,33.007328,8.944449,1.821401
10,0.004878,0.010572,0.081560,2.580684,1.004970,30.360744,8.011194,0.580956,33.028587,9.266997,1.865637
11,-0.009954,0.006951,0.098514,2.425956,1.088421,30.116606,8.057468,0.492492,33.056526,9.578102,1.863389
12,0.026168,0.027484,0.131043,2.289913,1.169856,29.882689,8.114610,0.654723,33.093395,9.902058,1.970695
13,-0.013847,0.007423,0.074115,2.176005,1.249135,29.663435,8.180001,0.555925,33.132721,10.225901,2.034234
14,0.034560,0.004647,0.116880,2.086142,1.325994,29.465984,8.324444,1.061338,33.162369,10.513721,1.908672
15,-0.011442,0.004584,0.101914,2.012947,1.400337,29.248943,8.405680,0.605816,33.193096,10.798031,1.917895
16,-0.006020,0.005048,0.088892,1.960356,1.471609,29.050880,8.471909,0.660479,33.237041,11.090764,2.053042
17,-0.001119,0.006310,0.066983,1.918753,1.533888,28.858263,8.572853,0.921435,33.288647,11.409969,2.189027
18,0.072899,0.004480,0.112969,1.887709,1.585226,28.771084,8.810423,2.021111,33.317650,11.650943,1.912467
19,0.028067,0.009705,0.078701,1.864389,1.626065,28.990225,10.097415,4.727343,33.344803,11.861971,1.721047
20,-0.034278,0.051543,0.154482,1.847077,1.658182,28.879269,10.367252,1.995327,33.377232,12.070588,1.749822
21,0.015976,0.011040,0.109849,1.841959,1.686405,28.726866,10.452328,1.003498,33.405510,12.267647,1.683637
22,-0.010772,0.024494,0.114659,1.832298,1.710077,28.603037,10.591821,1.555732,33.431709,12.460091,1.683113
23,-0.008819,0.007745,0.062397,1.832116,1.729385,28.494991,10.721906,1.334295,33.457359,12.639520,1.646065
24,0.023764,0.003313,0.095976,1.830032,1.745583,28.359070,10.778240,1.123495,33.484581,12.813380,1.621765
25,-0.037483,0.007421,0.109098,1.824079,1.760534,28.316349,10.990070,1.943204,33.512051,12.981584,1.599038
26,-0.011303,0.002853,0.086992,1.828606,1.772161,28.193838,11.025009,0.388522,33.530514,13.121963,1.494597
27,0.034831,0.003444,0.106584,1.844802,1.782566,28.191378,11.306532,2.180925,33.547882,13.240850,1.393138
28,-0.049642,0.009877,0.131640,1.837001,1.791729,28.084530,11.333157,0.145396,33.562313,13.353816,1.353218
29,-0.001214,0.001151,0.109326,1.841791,1.800120,27.985937,11.366002,0.456299,33.570053,13.443330,1.224742
30,0.000891,0.001688,0.113331,1.846768,1.806952,27.890676,11.386256,0.151131,33.580311,13.530650,1.184029
31,-0.028470,0.001327,0.103741,1.858102,1.813309,27.802917,11.403421,0.103601,33.584278,13.602606,1.089719
32,-0.011447,0.001941,0.183147,1.865382,1.819209,27.723911,11.420824,0.131838,33.588749,13.667696,1.039968
33,0.015119,0.002490,0.127785,1.867894,1.822797,27.655931,11.434813,0.222209,33.592957,13.726027,0.949084
34,0.001503,0.000957,0.124990,1.874066,1.827017,27.591763,11.447505,0.100652,33.593365,13.769810,0.857991
35,0.004805,0.001310,0.124718,1.887498,1.830329,27.535347,11.459909,0.085693,33.590439,13.807583,0.756520
36,0.022279,0.002240,0.121886,1.889369,1.832626,27.496061,11.483747,0.397063,33.587070,13.836300,0.683991
37,-0.004252,0.003364,0.158786,1.898778,1.834867,27.470634,11.523435,0.437841,33.583920,13.858810,0.588592
38,-0.004473,0.001119,0.181034,1.900098,1.837143,27.432911,11.531734,0.045088,33.580929,13.877745,0.511913
39,0.009701,0.000822,0.145200,1.909199,1.839287,27.400606,11.539161,0.036600,33.576355,13.889663,0.442802
40,0.004296,0.000964,0.147552,1.922621,1.840496,27.373505,11.545258,0.027835,33.571564,13.900600,0.368648
41,-0.007297,0.000979,0.150222,1.924116,1.841896,27.350950,11.550413,0.024848,33.567917,13.908865,0.301627
42,-0.035589,0.000753,0.141198,1.926189,1.843338,27.332775,11.554625,0.020823,33.564529,13.912835,0.243156
43,-0.010220,0.001018,0.138889,1.934715,1.844318,27.318874,11.557819,0.017891,33.561348,13.916290,0.188038
44,-0.013522,0.000875,0.170846,1.937940,1.845038,27.308144,11.560345,0.013267,33.558674,13.918727,0.147263
45,0.004641,0.001031,0.160112,1.943466,1.845571,27.300434,11.562018,0.010337,33.556801,13.920413,0.103522
46,-0.009484,0.001276,0.155236,1.942248,1.846004,27.295219,11.563254,0.006272,33.555603,13.921626,0.070715
47,-0.003843,0.002579,0.175071,1.943034,1.846248,27.292076,11.563899,0.004342,33.554798,13.922344,0.042870
48,-0.003531,0.002035,0.184291,1.950488,1.846364,27.290499,11.564254,0.002097,33.554317,13.922597,0.021866
49,-0.000203,0.001723,0.149993,1.947540,1.846412,27.289904,11.564394,0.000804,33.554138,13.922708,0.008315
50,-0.005490,0.001775,0.157050,1.944988,1.846418,27.289808,11.564417,0.000127,33.554111,13.922713,0.001454
