Category,precision,recall,f1-score,support
Community,52.10 ± 2.96,57.86 ± 2.93,54.74 ± 1.67,80920.00 ± 44.72
Entertainment,44.40 ± 3.65,40.07 ± 2.94,41.96 ± 1.57,32740.00 ± 54.77
Food,58.75 ± 1.45,58.14 ± 6.57,58.23 ± 2.69,184900.00 ± 0.00
Nightlife,37.78 ± 3.55,31.15 ± 5.10,33.74 ± 1.88,17400.00 ± 0.00
Outdoors,48.14 ± 3.18,47.49 ± 5.82,47.52 ± 2.42,35880.00 ± 44.72
Shopping,60.43 ± 2.13,61.51 ± 5.54,60.78 ± 1.85,194240.00 ± 54.77
Travel,49.64 ± 5.33,41.32 ± 3.40,45.07 ± 4.11,36160.00 ± 54.77
macro avg,50.18 ± 1.74,48.22 ± 0.71,48.86 ± 0.86,582240.00 ± 54.77
