Category,precision,recall,f1-score,support
Community,49.50 ± 3.84,53.38 ± 5.04,51.16 ± 2.25,45820.00 ± 44.72
Entertainment,39.29 ± 5.03,35.81 ± 5.49,37.09 ± 3.74,21000.00 ± 0.00
Food,57.27 ± 2.04,62.13 ± 2.27,59.57 ± 1.41,134840.00 ± 54.77
Nightlife,41.33 ± 6.52,28.40 ± 4.83,33.35 ± 3.95,15280.00 ± 44.72
Outdoors,47.58 ± 4.96,50.21 ± 2.83,48.76 ± 3.21,23980.00 ± 44.72
Shopping,62.40 ± 2.25,59.64 ± 4.14,60.87 ± 1.54,139240.00 ± 54.77
Travel,48.44 ± 2.14,39.67 ± 2.88,43.52 ± 1.44,28640.00 ± 54.77
macro avg,49.40 ± 2.03,47.03 ± 0.61,47.76 ± 0.66,408800.00 ± 0.00
