Category,precision,recall,f1-score,support
Community,54.79 ± 3.24,74.89 ± 2.17,63.25 ± 2.65,314460.00 ± 54.77
Entertainment,68.33 ± 2.88,72.18 ± 0.94,70.18 ± 1.66,277160.00 ± 54.77
Food,77.44 ± 1.63,64.99 ± 2.25,70.66 ± 1.78,785920.00 ± 44.72
Nightlife,47.90 ± 3.49,69.71 ± 3.07,56.66 ± 1.96,140960.00 ± 54.77
Outdoors,67.38 ± 2.53,74.24 ± 2.84,70.59 ± 1.49,221620.00 ± 44.72
Shopping,79.11 ± 3.34,71.32 ± 0.93,74.98 ± 1.43,670180.00 ± 44.72
Travel,85.23 ± 0.57,82.02 ± 1.50,83.59 ± 0.79,773200.00 ± 0.00
macro avg,68.60 ± 1.04,72.76 ± 1.51,69.99 ± 1.13,3183500.00 ± 70.71
